"FUENTE"|"FECHA"|"PI_NCF"|"PI_NOMBRE"|"PI_RNC"|"PI_TOTAL"|"PI_EXONERACION"|"PI_PCT_LEY"|"PI_IVA"|"MONTO"
"PATEPALO"|20180401|"-"|"-"|"-"|7232.00|" -   "|565.00|1017.00|5650.00
"PATEPALO"|20180401|"-"|"-"|"-"|3552.00|" -   "|277.50|499.50|2775.00
"PATEPALO"|20180401|"-"|"-"|"-"|8403.20|" -   "|656.50|1181.70|6565.00
"PATEPALO"|20180401|"-"|"-"|"-"|5568.00|" -   "|435.00|783.00|4350.00
"PATEPALO"|20180401|"-"|"-"|"-"|24725.58|" -   "|1931.69|3477.03|19316.86
"PATEPALO"|20180401|"-"|"-"|"-"|9228.80|" -   "|721.00|1297.80|7210.00
"PATEPALO"|20180401|"-"|"-"|"-"|4409.60|" -   "|344.50|620.10|3445.00
"PATEPALO"|20180401|"-"|"-"|"-"|3456.00|" -   "|270.00|486.00|2700.00
"PATEPALO"|20180401|"-"|"-"|"-"|3513.60|" -   "|274.50|494.10|2745.00
"PATEPALO"|20180401|"-"|"-"|"-"|7763.99|" -   "|606.56|1091.81|6065.62
"PATEPALO"|20180401|"-"|"-"|"-"|5676.93|" -   "|443.51|798.32|4435.10
"PATEPALO"|20180401|"-"|"-"|"-"|33370.39|" -   "|2607.06|4692.71|26070.62
"PATEPALO"|20180401|"-"|"-"|"-"|11212.80|" -   "|876.00|1576.80|8760.00
"PATEPALO"|20180401|"-"|"-"|"-"|6028.80|" -   "|471.00|847.80|4710.00
"PATEPALO"|20180401|"-"|"-"|"-"|36935.98|" -   "|2885.62|5194.12|28856.24
"PATEPALO"|20180401|"-"|"-"|"-"|4915.33|" -   "|384.01|691.22|3840.10
"PATEPALO"|20180401|"-"|"-"|"-"|3437.20|" -   "|268.53|483.36|2685.31
"PATEPALO"|20180401|"-"|"-"|"-"|2745.60|" -   "|214.50|386.10|2145.00
"PATEPALO"|20180401|"-"|"-"|"-"|3655.19|" -   "|285.56|514.01|2855.62
"PATEPALO"|20180401|"-"|"-"|"-"|2144.00|" -   "|167.50|301.50|1675.00
"PATEPALO"|20180401|"-"|"-"|"-"|3050.00|" -   "|238.28|428.91|2382.81
"PATEPALO"|20180401|"-"|"-"|"-"|2586.39|" -   "|202.06|363.71|2020.62
"PATEPALO"|20180401|"-"|"-"|"-"|5580.80|" -   "|436.00|784.80|4360.00
"PATEPALO"|20180401|"-"|"-"|"-"|21804.80|" -   "|1703.50|3066.30|17035.00
"PATEPALO"|20180401|"-"|"-"|"-"|5324.80|" -   "|416.00|748.80|4160.00
"PATEPALO"|20180401|"-"|"-"|"-"|5465.60|" -   "|427.00|768.60|4270.00
"LULU"|20180301|"-"|"-"|"-"|843.57|" -   "|65.90|118.63|659.04
"LULU"|20180301|"-"|"-"|"-"|371.20|" -   "|29.00|52.20|290.00
"LULU"|20180301|"-"|"-"|"-"|767.18|" -   "|59.94|107.88|599.36
"LULU"|20180301|"-"|"-"|"-"|153.60|" -   "|12.00|21.60|120.00
"LULU"|20180301|"-"|"-"|"-"|633.60|" -   "|49.50|89.10|495.00
"LULU"|20180301|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180301|"-"|"-"|"-"|1649.97|" -   "|128.90|232.03|1289.04
"LULU"|20180301|"-"|"-"|"-"|761.60|" -   "|59.50|107.10|595.00
"LULU"|20180301|"-"|"-"|"-"|1419.98|" -   "|110.94|199.68|1109.36
"LULU"|20180301|"-"|"-"|"-"|843.57|" -   "|65.90|118.63|659.04
"LULU"|20180301|"-"|"-"|"-"|1561.60|" -   "|122.00|219.60|1220.00
"LULU"|20180301|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180301|"-"|"-"|"-"|1867.57|" -   "|145.90|262.63|1459.04
"LULU"|20180301|"-"|"-"|"-"|153.60|" -   "|12.00|21.60|120.00
"LULU"|20180301|"-"|"-"|"-"|1311.59|" -   "|102.47|184.44|1024.68
"LULU"|20180301|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180301|"-"|"-"|"-"|6848.00|" -   "|535.00|963.00|5350.00
"LULU"|20180301|"-"|"-"|"-"|3596.80|" -   "|281.00|505.80|2810.00
"LULU"|20180301|"-"|"-"|"-"|1561.60|" -   "|122.00|219.60|1220.00
"LULU"|20180301|"-"|"-"|"-"|1811.20|" -   "|141.50|254.70|1415.00
"LULU"|20180301|"-"|"-"|"-"|972.80|" -   "|76.00|136.80|760.00
"LULU"|20180301|"-"|"-"|"-"|230.40|" -   "|18.00|32.40|180.00
"LULU"|20180301|"-"|"-"|"-"|2655.15|" -   "|207.43|373.38|2074.34
"LULU"|20180301|"-"|"-"|"-"|2146.58|" -   "|167.70|301.86|1677.02
"LULU"|20180301|"-"|"-"|"-"|1881.60|" -   "|147.00|264.60|1470.00
"LULU"|20180301|"-"|"-"|"-"|1913.60|" -   "|149.50|269.10|1495.00
"LULU"|20180301|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180301|"-"|"-"|"-"|640.00|" -   "|50.00|90.00|500.00
"LULU"|20180301|"-"|"-"|"-"|3846.40|" -   "|300.50|540.90|3005.00
"LULU"|20180301|"-"|"-"|"-"|1241.19|" -   "|96.97|174.54|969.68
"LULU"|20180301|"-"|"-"|"-"|16510.77|" -   "|1289.90|2321.83|12899.04
"LULU"|20180301|"-"|"-"|"-"|2066.79|" -   "|161.47|290.64|1614.68
"LULU"|20180301|"-"|"-"|"-"|1542.40|" -   "|120.50|216.90|1205.00
"LULU"|20180301|"-"|"-"|"-"|1907.20|" -   "|149.00|268.20|1490.00
"LULU"|20180301|"-"|"-"|"-"|6550.56|" 1,072.01 "|595.56|1072.01|4882.99
"LULU"|20180301|"-"|"-"|"-"|3993.60|" -   "|312.00|561.60|3120.00
"LULU"|20180301|"-"|"-"|"-"|1715.20|" -   "|134.00|241.20|1340.00
"LULU"|20180301|"-"|"-"|"-"|2673.97|" -   "|208.90|376.03|2089.04
"LULU"|20180301|"-"|"-"|"-"|1075.20|" -   "|84.00|151.20|840.00
"LULU"|20180301|"-"|"-"|"-"|1516.80|" -   "|118.50|213.30|1185.00
"LULU"|20180301|"-"|"-"|"-"|659.20|" -   "|51.50|92.70|515.00
"LULU"|20180301|"-"|"-"|"-"|2268.80|" -   "|177.25|319.05|1772.50
"LULU"|20180301|"-"|"-"|"-"|1779.20|" -   "|139.00|250.20|1390.00
"LULU"|20180301|"-"|"-"|"-"|1855.59|" -   "|144.97|260.94|1449.68
"LULU"|20180301|"-"|"-"|"-"|3839.18|" -   "|299.94|539.88|2999.36
"LULU"|20180301|"-"|"-"|"-"|307.20|" -   "|24.00|43.20|240.00
"LULU"|20180301|"-"|"-"|"-"|2969.60|" -   "|232.00|417.60|2320.00
"LULU"|20180301|"-"|"-"|"-"|1145.60|" -   "|89.50|161.10|895.00
"LULU"|20180301|"-"|"-"|"-"|1574.40|" -   "|123.00|221.40|1230.00
"LULU"|20180301|"-"|"-"|"-"|2150.40|" -   "|168.00|302.40|1680.00
"LULU"|20180301|"-"|"-"|"-"|5248.00|" -   "|410.00|738.00|4100.00
"LULU"|20180301|"-"|"-"|"-"|2451.20|" -   "|191.50|344.70|1915.00
"LULU"|20180301|"-"|"-"|"-"|2566.40|" -   "|200.50|360.90|2005.00
"LULU"|20180301|"-"|"-"|"-"|20671.59|" -   "|1614.97|2906.94|16149.68
"LULU"|20180301|"-"|"-"|"-"|45376.30|" -   "|3545.02|6381.04|35450.24
"LULU"|20180301|"-"|"-"|"-"|1350.40|" -   "|105.50|189.90|1055.00
"LULU"|20180301|"-"|"-"|"-"|1913.60|" -   "|149.50|269.10|1495.00
"LULU"|20180301|"-"|"-"|"-"|2662.40|" -   "|208.00|374.40|2080.00
"LULU"|20180301|"-"|"-"|"-"|3276.80|" -   "|256.00|460.80|2560.00
"LULU"|20180301|"-"|"-"|"-"|6668.80|" -   "|521.00|937.80|5210.00
"LULU"|20180301|"-"|"-"|"-"|5312.36|" -   "|415.03|747.05|4150.28
"LULU"|20180301|"-"|"-"|"-"|4505.60|" -   "|352.00|633.60|3520.00
"LULU"|20180301|"-"|"-"|"-"|1228.80|" -   "|96.00|172.80|960.00
"LULU"|20180301|"-"|"-"|"-"|1248.00|" -   "|97.50|175.50|975.00
"LULU"|20180301|"-"|"-"|"-"|505.60|" -   "|39.50|71.10|395.00
"LULU"|20180301|"-"|"-"|"-"|2522.01|" -   "|197.03|354.66|1970.32
"LULU"|20180301|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"LULU"|20180301|"-"|"-"|"-"|307.20|" -   "|24.00|43.20|240.00
"LULU"|20180301|"-"|"-"|"-"|736.00|" -   "|57.50|103.50|575.00
"LULU"|20180301|"-"|"-"|"-"|2374.40|" -   "|185.50|333.90|1855.00
"LULU"|20180301|"-"|"-"|"-"|7966.36|" -   "|622.37|1120.27|6223.72
"LULU"|20180301|"-"|"-"|"-"|2476.80|" -   "|193.50|348.30|1935.00
"LULU"|20180301|"-"|"-"|"-"|2240.00|" -   "|175.00|315.00|1750.00
"LULU"|20180301|"-"|"-"|"-"|1201.92|" -   "|93.90|169.02|939.00
"LULU"|20180301|"-"|"-"|"-"|2739.20|" -   "|214.00|385.20|2140.00
"LULU"|20180301|"-"|"-"|"-"|5894.40|" -   "|460.50|828.90|4605.00
"LULU"|20180301|"-"|"-"|"-"|2892.80|" -   "|226.00|406.80|2260.00
"LULU"|20180301|"-"|"-"|"-"|1818.88|" -   "|142.10|255.78|1421.00
"LULU"|20180301|"-"|"-"|"-"|3520.00|" -   "|275.00|495.00|2750.00
"LULU"|20180302|"-"|"-"|"-"|6560.46|" -   "|512.54|922.56|5125.36
"LULU"|20180302|"-"|"-"|"-"|1045.76|" -   "|81.70|147.06|817.00
"LULU"|20180302|"-"|"-"|"-"|12241.97|" -   "|956.40|1721.53|9564.04
"LULU"|20180302|"-"|"-"|"-"|1171.20|" -   "|91.50|164.70|915.00
"LULU"|20180302|"-"|"-"|"-"|2368.00|" -   "|185.00|333.00|1850.00
"LULU"|20180302|"-"|"-"|"-"|17446.40|" -   "|1363.00|2453.40|13630.00
"LULU"|20180302|"-"|"-"|"-"|2182.40|" -   "|170.50|306.90|1705.00
"LULU"|20180302|"-"|"-"|"-"|3142.40|" -   "|245.50|441.90|2455.00
"LULU"|20180302|"-"|"-"|"-"|633.60|" -   "|49.50|89.10|495.00
"LULU"|20180302|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"LULU"|20180302|"-"|"-"|"-"|691.20|" -   "|54.00|97.20|540.00
"LULU"|20180302|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180302|"-"|"-"|"-"|288.00|" -   "|22.50|40.50|225.00
"LULU"|20180302|"-"|"-"|"-"|345.60|" -   "|27.00|48.60|270.00
"LULU"|20180302|"-"|"-"|"-"|1856.00|" -   "|145.00|261.00|1450.00
"LULU"|20180302|"-"|"-"|"-"|75520.00|" -   "|5900.00|10620.00|59000.00
"LULU"|20180302|"-"|"-"|"-"|4431.17|" -   "|346.19|623.13|3461.85
"LULU"|20180302|"-"|"-"|"-"|4121.60|" -   "|322.00|579.60|3220.00
"LULU"|20180302|"-"|"-"|"-"|3219.86|" -   "|251.55|452.79|2515.52
"LULU"|20180302|"-"|"-"|"-"|10963.20|" -   "|856.50|1541.70|8565.00
"LULU"|20180302|"-"|"-"|"-"|1913.60|" -   "|149.50|269.10|1495.00
"LULU"|20180302|"-"|"-"|"-"|1593.19|" -   "|124.47|224.04|1244.68
"LULU"|20180302|"-"|"-"|"-"|1900.80|" -   "|148.50|267.30|1485.00
"LULU"|20180302|"-"|"-"|"-"|2528.00|" -   "|197.50|355.50|1975.00
"LULU"|20180302|"-"|"-"|"-"|2130.38|" -   "|166.44|299.58|1664.36
"LULU"|20180302|"-"|"-"|"-"|4435.20|" -   "|346.50|623.70|3465.00
"LULU"|20180302|"-"|"-"|"-"|582.40|" -   "|45.50|81.90|455.00
"LULU"|20180302|"-"|"-"|"-"|1702.40|" -   "|133.00|239.40|1330.00
"LULU"|20180302|"-"|"-"|"-"|1664.00|" -   "|130.00|234.00|1300.00
"LULU"|20180302|"-"|"-"|"-"|2950.40|" -   "|230.50|414.90|2305.00
"LULU"|20180302|"-"|"-"|"-"|1728.00|" -   "|135.00|243.00|1350.00
"LULU"|20180302|"-"|"-"|"-"|2048.00|" -   "|160.00|288.00|1600.00
"LULU"|20180302|"-"|"-"|"-"|505.60|" -   "|39.50|71.10|395.00
"LULU"|20180302|"-"|"-"|"-"|320.00|" -   "|25.00|45.00|250.00
"LULU"|20180302|"-"|"-"|"-"|505.60|" -   "|39.50|71.10|395.00
"LULU"|20180302|"-"|"-"|"-"|320.00|" -   "|25.00|45.00|250.00
"LULU"|20180302|"-"|"-"|"-"|1510.40|" -   "|118.00|212.40|1180.00
"LULU"|20180302|"-"|"-"|"-"|8672.00|" -   "|677.50|1219.50|6775.00
"LULU"|20180302|"-"|"-"|"-"|1884.80|" -   "|147.25|265.05|1472.50
"LULU"|20180302|"-"|"-"|"-"|3078.40|" -   "|240.50|432.90|2405.00
"LULU"|20180302|"-"|"-"|"-"|2867.20|" -   "|224.00|403.20|2240.00
"LULU"|20180302|"-"|"-"|"-"|3123.20|" -   "|244.00|439.20|2440.00
"LULU"|20180302|"-"|"-"|"-"|588.80|" -   "|46.00|82.80|460.00
"LULU"|20180302|"-"|"-"|"-"|5438.00|" -   "|424.84|764.72|4248.44
"LULU"|20180302|"-"|"-"|"-"|761.60|" -   "|59.50|107.10|595.00
"LULU"|20180302|"-"|"-"|"-"|5395.20|" -   "|421.50|758.70|4215.00
"LULU"|20180302|"-"|"-"|"-"|13420.80|" -   "|1048.50|1887.30|10485.00
"LULU"|20180302|"-"|"-"|"-"|3417.70|" 559.26 "|310.70|559.26|2547.74
"LULU"|20180302|"-"|"-"|"-"|1856.00|" -   "|145.00|261.00|1450.00
"LULU"|20180302|"-"|"-"|"-"|2547.20|" -   "|199.00|358.20|1990.00
"LULU"|20180302|"-"|"-"|"-"|2150.40|" -   "|168.00|302.40|1680.00
"LULU"|20180302|"-"|"-"|"-"|8422.40|" -   "|658.00|1184.40|6580.00
"LULU"|20180302|"-"|"-"|"-"|2520.37|" -   "|196.90|354.43|1969.04
"LULU"|20180302|"-"|"-"|"-"|5721.60|" -   "|447.00|804.60|4470.00
"LULU"|20180302|"-"|"-"|"-"|3966.36|" -   "|309.87|557.77|3098.72
"LULU"|20180302|"-"|"-"|"-"|2835.20|" -   "|221.50|398.70|2215.00
"LULU"|20180302|"-"|"-"|"-"|8043.52|" -   "|628.40|1131.12|6284.00
"LULU"|20180302|"-"|"-"|"-"|3929.19|" -   "|306.97|552.54|3069.68
"LULU"|20180302|"-"|"-"|"-"|3084.80|" -   "|241.00|433.80|2410.00
"LULU"|20180302|"-"|"-"|"-"|613.99|" -   "|47.97|86.34|479.68
"LULU"|20180302|"-"|"-"|"-"|5125.99|" -   "|400.47|720.84|4004.68
"LULU"|20180302|"-"|"-"|"-"|460.80|" -   "|36.00|64.80|360.00
"LULU"|20180303|"-"|"-"|"-"|5958.40|" -   "|465.50|837.90|4655.00
"LULU"|20180303|"-"|"-"|"-"|4633.60|" -   "|362.00|651.60|3620.00
"LULU"|20180303|"-"|"-"|"-"|1516.80|" -   "|118.50|213.30|1185.00
"LULU"|20180303|"-"|"-"|"-"|9215.18|" -   "|719.94|1295.88|7199.36
"LULU"|20180303|"-"|"-"|"-"|1888.00|" -   "|147.50|265.50|1475.00
"LULU"|20180303|"-"|"-"|"-"|1772.80|" -   "|138.50|249.30|1385.00
"LULU"|20180303|"-"|"-"|"-"|316.80|" -   "|24.75|44.55|247.50
"LULU"|20180303|"-"|"-"|"-"|4704.00|" -   "|367.50|661.50|3675.00
"LULU"|20180303|"-"|"-"|"-"|9734.40|" -   "|760.50|1368.90|7605.00
"LULU"|20180303|"-"|"-"|"-"|10878.79|" -   "|849.91|1529.83|8499.05
"LULU"|20180303|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180303|"-"|"-"|"-"|2060.80|" -   "|161.00|289.80|1610.00
"LULU"|20180303|"-"|"-"|"-"|2617.60|" -   "|204.50|368.10|2045.00
"LULU"|20180303|"-"|"-"|"-"|3251.20|" -   "|254.00|457.20|2540.00
"LULU"|20180303|"-"|"-"|"-"|1829.99|" -   "|142.97|257.34|1429.68
"LULU"|20180303|"-"|"-"|"-"|4652.80|" -   "|363.50|654.30|3635.00
"LULU"|20180303|"-"|"-"|"-"|2572.80|" -   "|201.00|361.80|2010.00
"LULU"|20180303|"-"|"-"|"-"|1548.80|" -   "|121.00|217.80|1210.00
"LULU"|20180303|"-"|"-"|"-"|864.00|" -   "|67.50|121.50|675.00
"LULU"|20180303|"-"|"-"|"-"|1062.40|" -   "|83.00|149.40|830.00
"LULU"|20180303|"-"|"-"|"-"|2720.00|" -   "|212.50|382.50|2125.00
"LULU"|20180303|"-"|"-"|"-"|2752.00|" -   "|215.00|387.00|2150.00
"LULU"|20180303|"-"|"-"|"-"|2971.52|" -   "|232.15|417.87|2321.50
"LULU"|20180303|"-"|"-"|"-"|2775.60|" -   "|216.84|390.32|2168.44
"LULU"|20180303|"-"|"-"|"-"|299.52|" -   "|23.40|42.12|234.00
"LULU"|20180303|"-"|"-"|"-"|2758.40|" -   "|215.50|387.90|2155.00
"LULU"|20180303|"-"|"-"|"-"|4358.40|" -   "|340.50|612.90|3405.00
"LULU"|20180303|"-"|"-"|"-"|1477.58|" -   "|115.44|207.78|1154.36
"LULU"|20180303|"-"|"-"|"-"|1036.80|" -   "|81.00|145.80|810.00
"LULU"|20180303|"-"|"-"|"-"|4895.18|" -   "|382.44|688.38|3824.36
"LULU"|20180303|"-"|"-"|"-"|320.00|" -   "|25.00|45.00|250.00
"LULU"|20180303|"-"|"-"|"-"|4032.00|" -   "|315.00|567.00|3150.00
"LULU"|20180303|"-"|"-"|"-"|4032.00|" -   "|315.00|567.00|3150.00
"LULU"|20180303|"-"|"-"|"-"|2137.60|" -   "|167.00|300.60|1670.00
"LULU"|20180303|"-"|"-"|"-"|3833.60|" -   "|299.50|539.10|2995.00
"LULU"|20180303|"-"|"-"|"-"|5022.36|" -   "|392.37|706.27|3923.72
"LULU"|20180303|"-"|"-"|"-"|2777.60|" -   "|217.00|390.60|2170.00
"LULU"|20180303|"-"|"-"|"-"|1830.40|" -   "|143.00|257.40|1430.00
"LULU"|20180303|"-"|"-"|"-"|229.99|" -   "|17.97|32.34|179.68
"LULU"|20180303|"-"|"-"|"-"|716.80|" -   "|56.00|100.80|560.00
"LULU"|20180303|"-"|"-"|"-"|2020.78|" -   "|157.87|284.17|1578.74
"LULU"|20180303|"-"|"-"|"-"|2278.40|" -   "|178.00|320.40|1780.00
"LULU"|20180303|"-"|"-"|"-"|1875.20|" -   "|146.50|263.70|1465.00
"LULU"|20180303|"-"|"-"|"-"|3134.36|" -   "|244.87|440.77|2448.72
"LULU"|20180303|"-"|"-"|"-"|9469.14|" -   "|739.78|1331.60|7397.76
"LULU"|20180303|"-"|"-"|"-"|3080.81|" -   "|240.69|433.24|2406.88
"LULU"|20180303|"-"|"-"|"-"|1555.61|" -   "|121.53|218.76|1215.32
"LULU"|20180303|"-"|"-"|"-"|2534.40|" -   "|198.00|356.40|1980.00
"LULU"|20180303|"-"|"-"|"-"|358.40|" -   "|28.00|50.40|280.00
"LULU"|20180303|"-"|"-"|"-"|2160.00|" -   "|168.75|303.75|1687.50
"LULU"|20180303|"-"|"-"|"-"|3424.00|" -   "|267.50|481.50|2675.00
"LULU"|20180303|"-"|"-"|"-"|192.00|" -   "|15.00|27.00|150.00
"LULU"|20180303|"-"|"-"|"-"|281.60|" -   "|22.00|39.60|220.00
"LULU"|20180303|"-"|"-"|"-"|665.60|" -   "|52.00|93.60|520.00
"LULU"|20180303|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"LULU"|20180303|"-"|"-"|"-"|588.80|" -   "|46.00|82.80|460.00
"LULU"|20180303|"-"|"-"|"-"|2373.99|" -   "|185.47|333.84|1854.68
"LULU"|20180303|"-"|"-"|"-"|5030.40|" -   "|393.00|707.40|3930.00
"LULU"|20180303|"-"|"-"|"-"|2368.00|" -   "|185.00|333.00|1850.00
"LULU"|20180303|"-"|"-"|"-"|1075.20|" -   "|84.00|151.20|840.00
"LULU"|20180303|"-"|"-"|"-"|652.80|" -   "|51.00|91.80|510.00
"LULU"|20180303|"-"|"-"|"-"|9913.60|" -   "|774.50|1394.10|7745.00
"LULU"|20180303|"-"|"-"|"-"|953.60|" -   "|74.50|134.10|745.00
"LULU"|20180303|"-"|"-"|"-"|229.99|" -   "|17.97|32.34|179.68
"LULU"|20180303|"-"|"-"|"-"|5920.41|" -   "|462.53|832.56|4625.32
"LULU"|20180303|"-"|"-"|"-"|5881.19|" -   "|459.47|827.04|4594.68
"LULU"|20180303|"-"|"-"|"-"|10480.02|" -   "|818.75|1473.75|8187.52
"LULU"|20180303|"-"|"-"|"-"|4633.60|" -   "|362.00|651.60|3620.00
"LULU"|20180303|"-"|"-"|"-"|6848.00|" -   "|535.00|963.00|5350.00
"LULU"|20180303|"-"|"-"|"-"|2969.60|" -   "|232.00|417.60|2320.00
"LULU"|20180303|"-"|"-"|"-"|2220.80|" -   "|173.50|312.30|1735.00
"LULU"|20180303|"-"|"-"|"-"|768.00|" -   "|60.00|108.00|600.00
"LULU"|20180303|"-"|"-"|"-"|563.20|" -   "|44.00|79.20|440.00
"LULU"|20180303|"-"|"-"|"-"|1308.80|" -   "|102.25|184.05|1022.50
"LULU"|20180303|"-"|"-"|"-"|1830.40|" -   "|143.00|257.40|1430.00
"LULU"|20180303|"-"|"-"|"-"|1263.21|" -   "|98.69|177.64|986.88
"LULU"|20180303|"-"|"-"|"-"|3500.03|" -   "|273.44|492.19|2734.40
"LULU"|20180303|"-"|"-"|"-"|933.99|" -   "|72.97|131.34|729.68
"LULU"|20180303|"-"|"-"|"-"|1836.80|" -   "|143.50|258.30|1435.00
"LULU"|20180303|"-"|"-"|"-"|1593.60|" -   "|124.50|224.10|1245.00
"LULU"|20180303|"-"|"-"|"-"|2088.81|" -   "|163.19|293.74|1631.88
"LULU"|20180303|"-"|"-"|"-"|1094.40|" -   "|85.50|153.90|855.00
"LULU"|20180303|"-"|"-"|"-"|1689.60|" -   "|132.00|237.60|1320.00
"LULU"|20180303|"-"|"-"|"-"|4535.60|" -   "|354.34|637.82|3543.44
"LULU"|20180303|"-"|"-"|"-"|4448.00|" -   "|347.50|625.50|3475.00
"LULU"|20180303|"-"|"-"|"-"|819.20|" -   "|64.00|115.20|640.00
"LULU"|20180303|"-"|"-"|"-"|998.40|" -   "|78.00|140.40|780.00
"LULU"|20180303|"-"|"-"|"-"|588.80|" -   "|46.00|82.80|460.00
"LULU"|20180303|"-"|"-"|"-"|316.80|" -   "|24.75|44.55|247.50
"LULU"|20180303|"-"|"-"|"-"|149.99|" -   "|11.72|21.09|117.18
"LULU"|20180303|"-"|"-"|"-"|240.00|" -   "|18.75|33.75|187.50
"LULU"|20180303|"-"|"-"|"-"|2214.40|" -   "|173.00|311.40|1730.00
"LULU"|20180303|"-"|"-"|"-"|3334.40|" -   "|260.50|468.90|2605.00
"LULU"|20180303|"-"|"-"|"-"|2662.40|" -   "|208.00|374.40|2080.00
"LULU"|20180303|"-"|"-"|"-"|2131.20|" -   "|166.50|299.70|1665.00
"LULU"|20180303|"-"|"-"|"-"|1766.40|" -   "|138.00|248.40|1380.00
"LULU"|20180303|"-"|"-"|"-"|640.00|" -   "|50.00|90.00|500.00
"LULU"|20180303|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180303|"-"|"-"|"-"|252.80|" -   "|19.75|35.55|197.50
"LULU"|20180303|"-"|"-"|"-"|819.20|" -   "|64.00|115.20|640.00
"LULU"|20180303|"-"|"-"|"-"|460.80|" -   "|36.00|64.80|360.00
"LULU"|20180303|"-"|"-"|"-"|1792.00|" -   "|140.00|252.00|1400.00
"LULU"|20180303|"-"|"-"|"-"|384.00|" -   "|30.00|54.00|300.00
"LULU"|20180303|"-"|"-"|"-"|307.20|" -   "|24.00|43.20|240.00
"LULU"|20180303|"-"|"-"|"-"|4691.20|" -   "|366.50|659.70|3665.00
"LULU"|20180303|"-"|"-"|"-"|467.20|" -   "|36.50|65.70|365.00
"LULU"|20180303|"-"|"-"|"-"|2041.60|" -   "|159.50|287.10|1595.00
"LULU"|20180303|"-"|"-"|"-"|229.99|" -   "|17.97|32.34|179.68
"LULU"|20180303|"-"|"-"|"-"|2604.39|" -   "|203.47|366.24|2034.68
"LULU"|20180303|"-"|"-"|"-"|2054.40|" -   "|160.50|288.90|1605.00
"LULU"|20180303|"-"|"-"|"-"|1779.20|" -   "|139.00|250.20|1390.00
"LULU"|20180303|"-"|"-"|"-"|633.60|" -   "|49.50|89.10|495.00
"LULU"|20180303|"-"|"-"|"-"|537.60|" -   "|42.00|75.60|420.00
"LULU"|20180303|"-"|"-"|"-"|780.80|" -   "|61.00|109.80|610.00
"LULU"|20180303|"-"|"-"|"-"|1609.94|" -   "|125.78|226.40|1257.76
"LULU"|20180303|"-"|"-"|"-"|883.20|" -   "|69.00|124.20|690.00
"LULU"|20180303|"-"|"-"|"-"|1856.00|" -   "|145.00|261.00|1450.00
"LULU"|20180303|"-"|"-"|"-"|1478.40|" -   "|115.50|207.90|1155.00
"LULU"|20180303|"-"|"-"|"-"|1067.98|" -   "|83.44|150.18|834.36
"LULU"|20180303|"-"|"-"|"-"|6201.60|" -   "|484.50|872.10|4845.00
"LULU"|20180303|"-"|"-"|"-"|1040.00|" -   "|81.25|146.25|812.50
"LULU"|20180303|"-"|"-"|"-"|1881.60|" -   "|147.00|264.60|1470.00
"LULU"|20180303|"-"|"-"|"-"|2323.75|" 380.25 "|211.25|380.25|1732.25
"LULU"|20180303|"-"|"-"|"-"|4271.82|" -   "|333.74|600.72|3337.36
"LULU"|20180303|"-"|"-"|"-"|4646.40|" -   "|363.00|653.40|3630.00
"LULU"|20180303|"-"|"-"|"-"|3065.60|" -   "|239.50|431.10|2395.00
"LULU"|20180303|"-"|"-"|"-"|2156.80|" -   "|168.50|303.30|1685.00
"LULU"|20180303|"-"|"-"|"-"|1888.00|" -   "|147.50|265.50|1475.00
"LULU"|20180303|"-"|"-"|"-"|2528.00|" -   "|197.50|355.50|1975.00
"LULU"|20180303|"-"|"-"|"-"|4966.40|" -   "|388.00|698.40|3880.00
"LULU"|20180303|"-"|"-"|"-"|3110.40|" -   "|243.00|437.40|2430.00
"LULU"|20180303|"-"|"-"|"-"|2130.38|" -   "|166.44|299.58|1664.36
"LULU"|20180303|"-"|"-"|"-"|5081.60|" -   "|397.00|714.60|3970.00
"LULU"|20180303|"-"|"-"|"-"|486.40|" -   "|38.00|68.40|380.00
"LULU"|20180303|"-"|"-"|"-"|3046.40|" -   "|238.00|428.40|2380.00
"LULU"|20180303|"-"|"-"|"-"|5011.20|" -   "|391.50|704.70|3915.00
"LULU"|20180303|"-"|"-"|"-"|3582.72|" -   "|279.90|503.82|2799.00
"LULU"|20180303|"-"|"-"|"-"|307.20|" -   "|24.00|43.20|240.00
"LULU"|20180303|"-"|"-"|"-"|3716.76|" -   "|290.37|522.67|2903.72
"LULU"|20180303|"-"|"-"|"-"|5414.40|" -   "|423.00|761.40|4230.00
"LULU"|20180303|"-"|"-"|"-"|3590.19|" -   "|280.48|504.87|2804.84
"LULU"|20180303|"-"|"-"|"-"|6112.00|" -   "|477.50|859.50|4775.00
