"FUENTE"|"FECHA"|"PI_NCF"|"PI_NOMBRE"|"PI_RNC"|"PI_TOTAL"|"PI_EXONERACION"|"PI_PCT_LEY"|"PI_IVA"|"MONTO"
"PATEPALO"|20180316|"-"|"-"|"-"|3526.40|" -   "|275.50|495.90|2755.00
"PATEPALO"|20180316|"-"|"-"|"-"|13486.79|" -   "|1053.66|1896.58|10536.55
"PATEPALO"|20180316|"-"|"-"|"-"|3590.40|" -   "|280.50|504.90|2805.00
"PATEPALO"|20180316|"-"|"-"|"-"|4600.32|" -   "|359.40|646.92|3594.00
"PATEPALO"|20180316|"-"|"-"|"-"|15609.60|" -   "|1219.50|2195.10|12195.00
"PATEPALO"|20180316|"-"|"-"|"-"|6790.40|" -   "|530.50|954.90|5305.00
"PATEPALO"|20180316|"-"|"-"|"-"|1747.20|" -   "|136.50|245.70|1365.00
"PATEPALO"|20180316|"-"|"-"|"-"|4666.00|" -   "|364.53|656.16|3645.31
"PATEPALO"|20180316|"-"|"-"|"-"|3418.79|" -   "|267.09|480.77|2670.93
"PATEPALO"|20180316|"-"|"-"|"-"|6912.40|" -   "|540.03|972.06|5400.31
"PATEPALO"|20180316|"-"|"-"|"-"|3501.20|" -   "|273.53|492.36|2735.31
"PATEPALO"|20180316|"-"|"-"|"-"|4838.40|" -   "|378.00|680.40|3780.00
"PATEPALO"|20180316|"-"|"-"|"-"|17153.19|" -   "|1340.09|2412.17|13400.93
"PATEPALO"|20180316|"-"|"-"|"-"|7219.20|" -   "|564.00|1015.20|5640.00
"PATEPALO"|20180316|"-"|"-"|"-"|18745.73|" -   "|1464.51|2636.12|14645.10
"PATEPALO"|20180316|"-"|"-"|"-"|9574.40|" -   "|748.00|1346.40|7480.00
"PATEPALO"|20180316|"-"|"-"|"-"|21147.21|" -   "|1652.13|2973.83|16521.25
"PATEPALO"|20180316|"-"|"-"|"-"|2636.80|" -   "|206.00|370.80|2060.00
"PATEPALO"|20180316|"-"|"-"|"-"|11116.80|" -   "|868.50|1563.30|8685.00
"PATEPALO"|20180316|"-"|"-"|"-"|5728.00|" -   "|447.50|805.50|4475.00
"PATEPALO"|20180316|"-"|"-"|"-"|7123.20|" -   "|556.50|1001.70|5565.00
"PATEPALO"|20180316|"-"|"-"|"-"|10105.60|" -   "|789.50|1421.10|7895.00
"PATEPALO"|20180316|"-"|"-"|"-"|1228.80|" -   "|96.00|172.80|960.00
"PATEPALO"|20180316|"-"|"-"|"-"|716.80|" -   "|56.00|100.80|560.00
"PATEPALO"|20180316|"-"|"-"|"-"|7257.60|" -   "|567.00|1020.60|5670.00
"PATEPALO"|20180316|"-"|"-"|"-"|7219.20|" -   "|564.00|1015.20|5640.00
"PATEPALO"|20180316|"-"|"-"|"-"|10778.39|" -   "|842.06|1515.71|8420.62
"PATEPALO"|20180316|"-"|"-"|"-"|8889.60|" -   "|694.50|1250.10|6945.00
"PATEPALO"|20180316|"-"|"-"|"-"|1862.40|" -   "|145.50|261.90|1455.00
"PATEPALO"|20180316|"-"|"-"|"-"|8006.40|" -   "|625.50|1125.90|6255.00
"PATEPALO"|20180316|"-"|"-"|"-"|2169.73|" -   "|169.51|305.12|1695.10
"PATEPALO"|20180316|"-"|"-"|"-"|1094.40|" -   "|85.50|153.90|855.00
"PATEPALO"|20180316|"-"|"-"|"-"|1254.40|" -   "|98.00|176.40|980.00
"PATEPALO"|20180316|"-"|"-"|"-"|13415.59|" -   "|1048.09|1886.57|10480.93
"PATEPALO"|20180316|"-"|"-"|"-"|2720.00|" -   "|212.50|382.50|2125.00
"PATEPALO"|20180317|"-"|"-"|"-"|4000.00|" -   "|312.50|562.50|3125.00
"PATEPALO"|20180317|"-"|"-"|"-"|9248.00|" -   "|722.50|1300.50|7225.00
"PATEPALO"|20180317|"-"|"-"|"-"|5772.80|" -   "|451.00|811.80|4510.00
"PATEPALO"|20180317|"-"|"-"|"-"|7831.67|" -   "|611.85|1101.33|6118.49
"PATEPALO"|20180317|"-"|"-"|"-"|9749.58|" -   "|761.69|1371.03|7616.86
"PATEPALO"|20180317|"-"|"-"|"-"|2904.96|" -   "|226.95|408.51|2269.50
"PATEPALO"|20180317|"-"|"-"|"-"|5568.00|" -   "|435.00|783.00|4350.00
"PATEPALO"|20180317|"-"|"-"|"-"|4537.60|" -   "|354.50|638.10|3545.00
"PATEPALO"|20180317|"-"|"-"|"-"|5056.00|" -   "|395.00|711.00|3950.00
"PATEPALO"|20180317|"-"|"-"|"-"|12428.80|" -   "|971.00|1747.80|9710.00
"PATEPALO"|20180317|"-"|"-"|"-"|2489.60|" -   "|194.50|350.10|1945.00
"PATEPALO"|20180317|"-"|"-"|"-"|8595.20|" -   "|671.50|1208.70|6715.00
"PATEPALO"|20180317|"-"|"-"|"-"|1409.58|" -   "|110.12|198.22|1101.24
"PATEPALO"|20180317|"-"|"-"|"-"|5619.20|" -   "|439.00|790.20|4390.00
"PATEPALO"|20180317|"-"|"-"|"-"|2995.20|" -   "|234.00|421.20|2340.00
"PATEPALO"|20180317|"-"|"-"|"-"|6380.80|" -   "|498.50|897.30|4985.00
"PATEPALO"|20180317|"-"|"-"|"-"|819.20|" -   "|64.00|115.20|640.00
"PATEPALO"|20180317|"-"|"-"|"-"|9734.40|" -   "|760.50|1368.90|7605.00
"PATEPALO"|20180317|"-"|"-"|"-"|857.60|" -   "|67.00|120.60|670.00
"PATEPALO"|20180317|"-"|"-"|"-"|5196.93|" -   "|406.01|730.82|4060.10
"PATEPALO"|20180317|"-"|"-"|"-"|2668.80|" -   "|208.50|375.30|2085.00
"PATEPALO"|20180317|"-"|"-"|"-"|7419.18|" -   "|579.62|1043.32|5796.24
"PATEPALO"|20180317|"-"|"-"|"-"|444.80|" -   "|34.75|62.55|347.50
"PATEPALO"|20180317|"-"|"-"|"-"|192.00|" -   "|15.00|27.00|150.00
"PATEPALO"|20180317|"-"|"-"|"-"|5718.09|" -   "|446.73|804.11|4467.25
"PATEPALO"|20180317|"-"|"-"|"-"|4727.17|" -   "|369.31|664.76|3693.10
"PATEPALO"|20180317|"-"|"-"|"-"|3942.40|" -   "|308.00|554.40|3080.00
"PATEPALO"|20180317|"-"|"-"|"-"|4489.29|" -   "|350.73|631.31|3507.25
"PATEPALO"|20180317|"-"|"-"|"-"|10267.59|" -   "|802.16|1443.88|8021.55
"PATEPALO"|20180317|"-"|"-"|"-"|8435.20|" -   "|659.00|1186.20|6590.00
"PATEPALO"|20180317|"-"|"-"|"-"|1005.59|" -   "|78.56|141.41|785.62
"PATEPALO"|20180317|"-"|"-"|"-"|1273.60|" -   "|99.50|179.10|995.00
"PATEPALO"|20180317|"-"|"-"|"-"|13818.79|" -   "|1079.59|1943.27|10795.93
"PATEPALO"|20180317|"-"|"-"|"-"|7456.00|" -   "|582.50|1048.50|5825.00
"PATEPALO"|20180317|"-"|"-"|"-"|1228.80|" -   "|96.00|172.80|960.00
"PATEPALO"|20180317|"-"|"-"|"-"|2835.20|" -   "|221.50|398.70|2215.00
"PATEPALO"|20180317|"-"|"-"|"-"|2585.60|" -   "|202.00|363.60|2020.00
"PATEPALO"|20180317|"-"|"-"|"-"|2867.20|" -   "|224.00|403.20|2240.00
"PATEPALO"|20180317|"-"|"-"|"-"|6150.40|" -   "|480.50|864.90|4805.00
"PATEPALO"|20180317|"-"|"-"|"-"|1452.80|" -   "|113.50|204.30|1135.00
"PATEPALO"|20180317|"-"|"-"|"-"|2528.52|" -   "|197.54|355.57|1975.41
"PATEPALO"|20180317|"-"|"-"|"-"|2355.60|" -   "|184.03|331.26|1840.31
"PATEPALO"|20180317|"-"|"-"|"-"|4563.20|" -   "|356.50|641.70|3565.00
"PATEPALO"|20180317|"-"|"-"|"-"|3097.60|" -   "|242.00|435.60|2420.00
"PATEPALO"|20180317|"-"|"-"|"-"|5389.44|" -   "|421.05|757.89|4210.50
"PATEPALO"|20180317|"-"|"-"|"-"|3532.80|" -   "|276.00|496.80|2760.00
"PATEPALO"|20180317|"-"|"-"|"-"|4262.40|" -   "|333.00|599.40|3330.00
"PATEPALO"|20180317|"-"|"-"|"-"|72061.96|" -   "|5629.84|10133.71|56298.41
"PATEPALO"|20180317|"-"|"-"|"-"|1645.59|" -   "|128.56|231.41|1285.62
"PATEPALO"|20180317|"-"|"-"|"-"|755.20|" -   "|59.00|106.20|590.00
"PATEPALO"|20180317|"-"|"-"|"-"|4301.20|" -   "|336.03|604.86|3360.31
"PATEPALO"|20180317|"-"|"-"|"-"|1932.80|" -   "|151.00|271.80|1510.00
"PATEPALO"|20180317|"-"|"-"|"-"|3943.19|" -   "|308.06|554.51|3080.62
"PATEPALO"|20180317|"-"|"-"|"-"|2854.40|" -   "|223.00|401.40|2230.00
"PATEPALO"|20180317|"-"|"-"|"-"|1498.79|" -   "|117.09|210.77|1170.93
"PATEPALO"|20180317|"-"|"-"|"-"|652.80|" -   "|51.00|91.80|510.00
"PATEPALO"|20180317|"-"|"-"|"-"|4985.60|" -   "|389.50|701.10|3895.00
"PATEPALO"|20180317|"-"|"-"|"-"|32448.00|" -   "|2535.00|4563.00|25350.00
"PATEPALO"|20180317|"-"|"-"|"-"|934.40|" -   "|73.00|131.40|730.00
"PATEPALO"|20180317|"-"|"-"|"-"|448.00|" -   "|35.00|63.00|350.00
"PATEPALO"|20180317|"-"|"-"|"-"|486.40|" -   "|38.00|68.40|380.00
"PATEPALO"|20180317|"-"|"-"|"-"|857.60|" -   "|67.00|120.60|670.00
"PATEPALO"|20180317|"-"|"-"|"-"|352.00|" -   "|27.50|49.50|275.00
"PATEPALO"|20180317|"-"|"-"|"-"|448.00|" -   "|35.00|63.00|350.00
"PATEPALO"|20180317|"-"|"-"|"-"|409.60|" -   "|32.00|57.60|320.00
"PATEPALO"|20180317|"-"|"-"|"-"|2867.20|" -   "|224.00|403.20|2240.00
"PATEPALO"|20180317|"-"|"-"|"-"|10118.40|" -   "|790.50|1422.90|7905.00
"PATEPALO"|20180317|"-"|"-"|"-"|256.00|" -   "|20.00|36.00|200.00
"PATEPALO"|20180317|"-"|"-"|"-"|6736.64|" -   "|526.30|947.34|5263.00
"PATEPALO"|20180317|"-"|"-"|"-"|499.99|" -   "|39.06|70.31|390.62
"PATEPALO"|20180317|"-"|"-"|"-"|9740.80|" -   "|761.00|1369.80|7610.00
"PATEPALO"|20180317|"-"|"-"|"-"|6566.53|" -   "|513.01|923.42|5130.10
"PATEPALO"|20180317|"-"|"-"|"-"|1069.99|" -   "|83.59|150.47|835.93
"PATEPALO"|20180317|"-"|"-"|"-"|3699.20|" -   "|289.00|520.20|2890.00
"PATEPALO"|20180317|"-"|"-"|"-"|1704.78|" -   "|133.19|239.73|1331.86
"PATEPALO"|20180317|"-"|"-"|"-"|9888.13|" -   "|772.51|1390.52|7725.10
"PATEPALO"|20180317|"-"|"-"|"-"|2893.59|" -   "|226.06|406.91|2260.62
"PATEPALO"|20180317|"-"|"-"|"-"|6598.80|" -   "|515.53|927.96|5155.31
"PATEPALO"|20180317|"-"|"-"|"-"|505.60|" -   "|39.50|71.10|395.00
"PATEPALO"|20180317|"-"|"-"|"-"|9235.60|" -   "|721.53|1298.76|7215.31
"PATEPALO"|20180317|"-"|"-"|"-"|1523.60|" -   "|119.03|214.26|1190.31
"PATEPALO"|20180317|"-"|"-"|"-"|5235.20|" -   "|409.00|736.20|4090.00
"PATEPALO"|20180317|"-"|"-"|"-"|588.80|" -   "|46.00|82.80|460.00
"PATEPALO"|20180317|"-"|"-"|"-"|9211.59|" -   "|719.66|1295.38|7196.55
"PATEPALO"|20180317|"-"|"-"|"-"|1798.50|" 294.30 "|163.50|294.30|1340.70
"PATEPALO"|20180317|"-"|"-"|"-"|2093.20|" -   "|163.53|294.36|1635.31
"PATEPALO"|20180317|"-"|"-"|"-"|3865.60|" -   "|302.00|543.60|3020.00
"PATEPALO"|20180317|"-"|"-"|"-"|3866.00|" -   "|302.03|543.66|3020.31
"PATEPALO"|20180317|"-"|"-"|"-"|1249.99|" -   "|97.66|175.78|976.55
"PATEPALO"|20180317|"-"|"-"|"-"|1452.80|" -   "|113.50|204.30|1135.00
"PATEPALO"|20180317|"-"|"-"|"-"|5574.40|" -   "|435.50|783.90|4355.00
"PATEPALO"|20180317|"-"|"-"|"-"|18508.80|" -   "|1446.00|2602.80|14460.00
"PATEPALO"|20180317|"-"|"-"|"-"|2278.40|" -   "|178.00|320.40|1780.00
"PATEPALO"|20180317|"-"|"-"|"-"|940.80|" -   "|73.50|132.30|735.00
"PATEPALO"|20180317|"-"|"-"|"-"|4123.18|" -   "|322.12|579.82|3221.24
"PATEPALO"|20180317|"-"|"-"|"-"|4288.00|" -   "|335.00|603.00|3350.00
"PATEPALO"|20180317|"-"|"-"|"-"|7136.00|" -   "|557.50|1003.50|5575.00
"PATEPALO"|20180317|"-"|"-"|"-"|2901.58|" -   "|226.69|408.03|2266.86
"PATEPALO"|20180317|"-"|"-"|"-"|4339.20|" -   "|339.00|610.20|3390.00
"PATEPALO"|20180317|"-"|"-"|"-"|2796.80|" -   "|218.50|393.30|2185.00
"PATEPALO"|20180317|"-"|"-"|"-"|3501.84|" -   "|273.58|492.45|2735.81
"PATEPALO"|20180317|"-"|"-"|"-"|5657.60|" -   "|442.00|795.60|4420.00
"PATEPALO"|20180317|"-"|"-"|"-"|2598.40|" -   "|203.00|365.40|2030.00
"PATEPALO"|20180317|"-"|"-"|"-"|8442.39|" -   "|659.56|1187.21|6595.62
"PATEPALO"|20180317|"-"|"-"|"-"|1773.20|" -   "|138.53|249.36|1385.31
"PATEPALO"|20180317|"-"|"-"|"-"|999.98|" -   "|78.12|140.62|781.24
"PATEPALO"|20180317|"-"|"-"|"-"|1849.60|" -   "|144.50|260.10|1445.00
"PATEPALO"|20180317|"-"|"-"|"-"|7520.00|" -   "|587.50|1057.50|5875.00
"PATEPALO"|20180317|"-"|"-"|"-"|3443.20|" -   "|269.00|484.20|2690.00
"PATEPALO"|20180317|"-"|"-"|"-"|3507.20|" -   "|274.00|493.20|2740.00
"PATEPALO"|20180317|"-"|"-"|"-"|506.00|" -   "|39.53|71.16|395.31
"PATEPALO"|20180317|"-"|"-"|"-"|4812.80|" -   "|376.00|676.80|3760.00
"PATEPALO"|20180317|"-"|"-"|"-"|50490.00|" -   "|3944.53|7100.16|39445.31
"PATEPALO"|20180317|"-"|"-"|"-"|250.00|" -   "|19.53|35.16|195.31
"PATEPALO"|20180317|"-"|"-"|"-"|4576.40|" -   "|357.53|643.56|3575.31
"PATEPALO"|20180317|"-"|"-"|"-"|4096.00|" -   "|320.00|576.00|3200.00
"PATEPALO"|20180317|"-"|"-"|"-"|5523.20|" -   "|431.50|776.70|4315.00
"PATEPALO"|20180317|"-"|"-"|"-"|4076.80|" -   "|318.50|573.30|3185.00
"PATEPALO"|20180317|"-"|"-"|"-"|2394.00|" -   "|187.03|336.66|1870.31
"PATEPALO"|20180317|"-"|"-"|"-"|8499.20|" -   "|664.00|1195.20|6640.00
"PATEPALO"|20180317|"-"|"-"|"-"|3193.60|" -   "|249.50|449.10|2495.00
"PATEPALO"|20180317|"-"|"-"|"-"|2739.20|" -   "|214.00|385.20|2140.00
"PATEPALO"|20180317|"-"|"-"|"-"|5824.00|" -   "|455.00|819.00|4550.00
"PATEPALO"|20180317|"-"|"-"|"-"|3353.73|" -   "|262.01|471.62|2620.10
"PATEPALO"|20180317|"-"|"-"|"-"|3513.60|" -   "|274.50|494.10|2745.00
"PATEPALO"|20180317|"-"|"-"|"-"|1529.60|" -   "|119.50|215.10|1195.00
"PATEPALO"|20180317|"-"|"-"|"-"|1094.40|" -   "|85.50|153.90|855.00
"PATEPALO"|20180317|"-"|"-"|"-"|2182.40|" -   "|170.50|306.90|1705.00
"PATEPALO"|20180317|"-"|"-"|"-"|5312.40|" -   "|415.03|747.06|4150.31
"PATEPALO"|20180317|"-"|"-"|"-"|13165.59|" -   "|1028.56|1851.41|10285.62
"PATEPALO"|20180317|"-"|"-"|"-"|7571.20|" -   "|591.50|1064.70|5915.00
"PATEPALO"|20180317|"-"|"-"|"-"|1856.00|" -   "|145.00|261.00|1450.00
"PATEPALO"|20180317|"-"|"-"|"-"|2486.09|" -   "|194.23|349.61|1942.25
"PATEPALO"|20180317|"-"|"-"|"-"|2016.00|" -   "|157.50|283.50|1575.00
"PATEPALO"|20180317|"-"|"-"|"-"|3737.60|" -   "|292.00|525.60|2920.00
"PATEPALO"|20180317|"-"|"-"|"-"|6287.05|" -   "|491.18|884.12|4911.75
"PATEPALO"|20180317|"-"|"-"|"-"|2931.20|" -   "|229.00|412.20|2290.00
"PATEPALO"|20180317|"-"|"-"|"-"|2765.59|" -   "|216.06|388.91|2160.62
"PATEPALO"|20180317|"-"|"-"|"-"|7475.20|" -   "|584.00|1051.20|5840.00
"PATEPALO"|20180317|"-"|"-"|"-"|3161.60|" -   "|247.00|444.60|2470.00
"PATEPALO"|20180317|"-"|"-"|"-"|1017.60|" -   "|79.50|143.10|795.00
"PATEPALO"|20180317|"-"|"-"|"-"|2963.60|" -   "|231.53|416.76|2315.31
"PATEPALO"|20180317|"-"|"-"|"-"|8183.27|" -   "|639.32|1150.77|6393.18
"PATEPALO"|20180317|"-"|"-"|"-"|14835.20|" -   "|1159.00|2086.20|11590.00
"PATEPALO"|20180317|"-"|"-"|"-"|4864.00|" -   "|380.00|684.00|3800.00
"PATEPALO"|20180317|"-"|"-"|"-"|6144.00|" -   "|480.00|864.00|4800.00
"PATEPALO"|20180317|"-"|"-"|"-"|4602.39|" -   "|359.56|647.21|3595.62
"PATEPALO"|20180317|"-"|"-"|"-"|4582.40|" -   "|358.00|644.40|3580.00
"PATEPALO"|20180317|"-"|"-"|"-"|5622.40|" -   "|439.25|790.65|4392.50
"PATEPALO"|20180317|"-"|"-"|"-"|7182.38|" -   "|561.12|1010.02|5611.24
"PATEPALO"|20180317|"-"|"-"|"-"|4729.60|" -   "|369.50|665.10|3695.00
"PATEPALO"|20180317|"-"|"-"|"-"|5344.00|" -   "|417.50|751.50|4175.00
"PATEPALO"|20180318|"-"|"-"|"-"|4851.20|" -   "|379.00|682.20|3790.00
"PATEPALO"|20180318|"-"|"-"|"-"|36615.98|" -   "|2860.62|5149.12|28606.24
"PATEPALO"|20180318|"-"|"-"|"-"|3328.79|" -   "|260.06|468.11|2600.62
"PATEPALO"|20180318|"-"|"-"|"-"|3948.80|" -   "|308.50|555.30|3085.00
"PATEPALO"|20180318|"-"|"-"|"-"|3795.33|" -   "|296.51|533.72|2965.10
"PATEPALO"|20180318|"-"|"-"|"-"|3584.00|" -   "|280.00|504.00|2800.00
"PATEPALO"|20180318|"-"|"-"|"-"|43878.40|" -   "|3428.00|6170.40|34280.00
"PATEPALO"|20180318|"-"|"-"|"-"|4384.00|" -   "|342.50|616.50|3425.00
"PATEPALO"|20180318|"-"|"-"|"-"|5376.00|" -   "|420.00|756.00|4200.00
"PATEPALO"|20180318|"-"|"-"|"-"|640.00|" -   "|50.00|90.00|500.00
"PATEPALO"|20180318|"-"|"-"|"-"|2499.97|" -   "|195.31|351.56|1953.10
"PATEPALO"|20180318|"-"|"-"|"-"|2969.60|" -   "|232.00|417.60|2320.00
"PATEPALO"|20180318|"-"|"-"|"-"|3500.80|" -   "|273.50|492.30|2735.00
"PATEPALO"|20180318|"-"|"-"|"-"|6809.60|" -   "|532.00|957.60|5320.00
"PATEPALO"|20180318|"-"|"-"|"-"|3801.60|" -   "|297.00|534.60|2970.00
"PATEPALO"|20180318|"-"|"-"|"-"|2432.79|" -   "|190.06|342.11|1900.62
"PATEPALO"|20180318|"-"|"-"|"-"|755.20|" -   "|59.00|106.20|590.00
"PATEPALO"|20180318|"-"|"-"|"-"|10451.99|" -   "|816.56|1469.81|8165.62
"PATEPALO"|20180318|"-"|"-"|"-"|256.00|" -   "|20.00|36.00|200.00
"PATEPALO"|20180318|"-"|"-"|"-"|1210.00|" -   "|94.53|170.16|945.31
"PATEPALO"|20180318|"-"|"-"|"-"|3116.16|" -   "|243.45|438.21|2434.50
"PATEPALO"|20180318|"-"|"-"|"-"|2892.80|" -   "|226.00|406.80|2260.00
"PATEPALO"|20180318|"-"|"-"|"-"|2739.99|" -   "|214.06|385.31|2140.62
"PATEPALO"|20180318|"-"|"-"|"-"|1338.00|" -   "|104.53|188.16|1045.31
"PATEPALO"|20180318|"-"|"-"|"-"|1068.80|" -   "|83.50|150.30|835.00
"PATEPALO"|20180318|"-"|"-"|"-"|6438.40|" -   "|503.00|905.40|5030.00
"PATEPALO"|20180318|"-"|"-"|"-"|480.00|" -   "|37.50|67.50|375.00
"PATEPALO"|20180318|"-"|"-"|"-"|1299.20|" -   "|101.50|182.70|1015.00
"PATEPALO"|20180318|"-"|"-"|"-"|1273.60|" -   "|99.50|179.10|995.00
"PATEPALO"|20180318|"-"|"-"|"-"|819.20|" -   "|64.00|115.20|640.00
"PATEPALO"|20180318|"-"|"-"|"-"|3559.19|" -   "|278.06|500.51|2780.62
"PATEPALO"|20180318|"-"|"-"|"-"|3040.00|" -   "|237.50|427.50|2375.00
"PATEPALO"|20180318|"-"|"-"|"-"|4691.20|" -   "|366.50|659.70|3665.00
"PATEPALO"|20180318|"-"|"-"|"-"|14809.60|" -   "|1157.00|2082.60|11570.00
"PATEPALO"|20180318|"-"|"-"|"-"|16179.20|" -   "|1264.00|2275.20|12640.00
"PATEPALO"|20180318|"-"|"-"|"-"|8665.60|" -   "|677.00|1218.60|6770.00
"PATEPALO"|20180318|"-"|"-"|"-"|3475.20|" -   "|271.50|488.70|2715.00
"PATEPALO"|20180318|"-"|"-"|"-"|10611.20|" -   "|829.00|1492.20|8290.00
"PATEPALO"|20180318|"-"|"-"|"-"|3353.60|" -   "|262.00|471.60|2620.00
"PATEPALO"|20180318|"-"|"-"|"-"|2131.20|" -   "|166.50|299.70|1665.00
"PATEPALO"|20180318|"-"|"-"|"-"|4365.20|" -   "|341.03|613.86|3410.31
"PATEPALO"|20180318|"-"|"-"|"-"|4219.72|" -   "|329.67|593.40|3296.65
"PATEPALO"|20180318|"-"|"-"|"-"|2112.13|" -   "|165.01|297.02|1650.10
"PATEPALO"|20180318|"-"|"-"|"-"|12525.32|" -   "|978.54|1761.37|9785.41
"PATEPALO"|20180318|"-"|"-"|"-"|1779.20|" -   "|139.00|250.20|1390.00
"PATEPALO"|20180318|"-"|"-"|"-"|16286.49|" -   "|1272.38|2290.29|12723.82
"PATEPALO"|20180318|"-"|"-"|"-"|4628.78|" -   "|361.62|650.92|3616.24
"PATEPALO"|20180318|"-"|"-"|"-"|11742.61|" 1,921.52 "|1067.51|1921.52|8753.58
"PATEPALO"|20180318|"-"|"-"|"-"|3552.00|" -   "|277.50|499.50|2775.00
"PATEPALO"|20180318|"-"|"-"|"-"|4109.59|" -   "|321.06|577.91|3210.62
"PATEPALO"|20180318|"-"|"-"|"-"|7513.60|" -   "|587.00|1056.60|5870.00
"PATEPALO"|20180318|"-"|"-"|"-"|4710.40|" -   "|368.00|662.40|3680.00
"PATEPALO"|20180318|"-"|"-"|"-"|621.20|" -   "|48.53|87.36|485.31
"PATEPALO"|20180318|"-"|"-"|"-"|3590.40|" -   "|280.50|504.90|2805.00
"PATEPALO"|20180318|"-"|"-"|"-"|4742.40|" -   "|370.50|666.90|3705.00
"PATEPALO"|20180318|"-"|"-"|"-"|13523.20|" -   "|1056.50|1901.70|10565.00
"PATEPALO"|20180318|"-"|"-"|"-"|3731.99|" -   "|291.56|524.81|2915.62
"PATEPALO"|20180318|"-"|"-"|"-"|5766.40|" -   "|450.50|810.90|4505.00
"PATEPALO"|20180318|"-"|"-"|"-"|5691.92|" -   "|444.68|800.43|4446.81
"PATEPALO"|20180318|"-"|"-"|"-"|691.20|" -   "|54.00|97.20|540.00
"PATEPALO"|20180318|"-"|"-"|"-"|6016.79|" -   "|470.06|846.11|4700.62
"PATEPALO"|20180318|"-"|"-"|"-"|3212.80|" -   "|251.00|451.80|2510.00
"PATEPALO"|20180318|"-"|"-"|"-"|256.00|" -   "|20.00|36.00|200.00
"PATEPALO"|20180318|"-"|"-"|"-"|1670.40|" -   "|130.50|234.90|1305.00
"PATEPALO"|20180318|"-"|"-"|"-"|3065.60|" -   "|239.50|431.10|2395.00
"PATEPALO"|20180318|"-"|"-"|"-"|4806.40|" -   "|375.50|675.90|3755.00
"PATEPALO"|20180318|"-"|"-"|"-"|2157.20|" -   "|168.53|303.36|1685.31
"PATEPALO"|20180318|"-"|"-"|"-"|3878.80|" -   "|303.03|545.46|3030.31
"PATEPALO"|20180318|"-"|"-"|"-"|30951.19|" -   "|2418.06|4352.51|24180.62
"PATEPALO"|20180318|"-"|"-"|"-"|10617.60|" -   "|829.50|1493.10|8295.00
"PATEPALO"|20180318|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"PATEPALO"|20180318|"-"|"-"|"-"|1446.40|" -   "|113.00|203.40|1130.00
"PATEPALO"|20180318|"-"|"-"|"-"|4844.80|" -   "|378.50|681.30|3785.00
"PATEPALO"|20180318|"-"|"-"|"-"|9196.80|" -   "|718.50|1293.30|7185.00
"PATEPALO"|20180318|"-"|"-"|"-"|2502.40|" -   "|195.50|351.90|1955.00
"PATEPALO"|20180318|"-"|"-"|"-"|2905.60|" -   "|227.00|408.60|2270.00
"PATEPALO"|20180318|"-"|"-"|"-"|7846.40|" -   "|613.00|1103.40|6130.00
"PATEPALO"|20180318|"-"|"-"|"-"|3980.80|" -   "|311.00|559.80|3110.00
"PATEPALO"|20180318|"-"|"-"|"-"|7897.60|" -   "|617.00|1110.60|6170.00
"PATEPALO"|20180318|"-"|"-"|"-"|4563.20|" -   "|356.50|641.70|3565.00
"PATEPALO"|20180318|"-"|"-"|"-"|1683.20|" -   "|131.50|236.70|1315.00
"PATEPALO"|20180318|"-"|"-"|"-"|2607.05|" -   "|203.68|366.62|2036.75
"PATEPALO"|20180318|"-"|"-"|"-"|13049.73|" -   "|1019.51|1835.12|10195.10
"PATEPALO"|20180318|"-"|"-"|"-"|556.80|" -   "|43.50|78.30|435.00
"PATEPALO"|20180318|"-"|"-"|"-"|2105.60|" -   "|164.50|296.10|1645.00
"PATEPALO"|20180318|"-"|"-"|"-"|2080.40|" -   "|162.53|292.56|1625.31
"PATEPALO"|20180318|"-"|"-"|"-"|838.40|" -   "|65.50|117.90|655.00
"PATEPALO"|20180318|"-"|"-"|"-"|588.80|" -   "|46.00|82.80|460.00
"PATEPALO"|20180318|"-"|"-"|"-"|4640.00|" -   "|362.50|652.50|3625.00
"PATEPALO"|20180318|"-"|"-"|"-"|3757.20|" -   "|293.53|528.36|2935.31
"PATEPALO"|20180318|"-"|"-"|"-"|825.60|" -   "|64.50|116.10|645.00
"PATEPALO"|20180318|"-"|"-"|"-"|2675.20|" -   "|209.00|376.20|2090.00
"PATEPALO"|20180318|"-"|"-"|"-"|3980.80|" -   "|311.00|559.80|3110.00
"PATEPALO"|20180318|"-"|"-"|"-"|166.40|" -   "|13.00|23.40|130.00
"PATEPALO"|20180318|"-"|"-"|"-"|5536.79|" -   "|432.56|778.61|4325.62
"PATEPALO"|20180318|"-"|"-"|"-"|1498.39|" -   "|117.06|210.71|1170.62
"PATEPALO"|20180318|"-"|"-"|"-"|5689.73|" -   "|444.51|800.12|4445.10
"PATEPALO"|20180318|"-"|"-"|"-"|14675.60|" -   "|1146.53|2063.76|11465.31
"PATEPALO"|20180318|"-"|"-"|"-"|3713.71|" -   "|290.13|522.24|2901.34
"PATEPALO"|20180318|"-"|"-"|"-"|3705.60|" -   "|289.50|521.10|2895.00
"PATEPALO"|20180318|"-"|"-"|"-"|5350.40|" -   "|418.00|752.40|4180.00
"PATEPALO"|20180318|"-"|"-"|"-"|6636.80|" -   "|518.50|933.30|5185.00
