,FUENTE,FECHA,PI_NCF,PI_NOMBRE,PI_RNC,PI_TOTAL,PI_EXONERACION,PI_PCT_LEY,PI_IVA,MONTO,MG_RNC,MG_NUMERO,MG_IMPUESTO,CHCK_1,DIFF
1872,LULU,20180303,-,-,-,"6,848.00", -   ,535.00,963.00,"5,350.00",0,A040010010200003006,963.00,"5,350.00",0
1873,LULU,20180303,-,-,-,"2,969.60", -   ,232.00,417.60,"2,320.00",0,A040010010200003001,417.60,"2,320.00",0
1874,LULU,20180303,-,-,-,"2,969.60", -   ,232.00,417.60,"2,320.00",0,A040010010200003001,417.60,"2,320.00",0
1875,LULU,20180303,-,-,-,"2,220.80", -   ,173.50,312.30,"1,735.00",0,A040010010200003000,312.30,"1,735.00",0
1876,LULU,20180303,-,-,-,768.00, -   ,60.00,108.00,600.00,0,A040010010200002999,108.00,600.00,0
1877,LULU,20180303,-,-,-,563.20, -   ,44.00,79.20,440.00,0,A040010010200002998,79.20,440.00,0
1878,LULU,20180303,-,-,-,"1,308.80", -   ,102.25,184.05,"1,022.50",0,A040010010200003024,184.05,"1,022.50",0
1879,LULU,20180303,-,-,-,"1,263.21", -   ,98.69,177.64,986.88,0,A040010010200003022,177.64,986.88,0
1880,LULU,20180303,-,-,-,"3,500.03", -   ,273.44,492.19,"2,734.40",0,A040010010200003021,492.19,"2,734.40",0
1881,LULU,20180303,-,-,-,933.99, -   ,72.97,131.34,729.68,0,A040010010200003020,131.34,729.68,0
1882,LULU,20180303,-,-,-,"1,836.80", -   ,143.50,258.30,"1,435.00",0,A040010010200003019,258.30,"1,435.00",0
1883,LULU,20180303,-,-,-,"1,593.60", -   ,124.50,224.10,"1,245.00",0,A040010010200003018,224.10,"1,245.00",0
1884,LULU,20180303,-,-,-,"2,088.81", -   ,163.19,293.74,"1,631.88",0,A040010010200003017,293.74,"1,631.88",0
1885,LULU,20180303,-,-,-,"1,094.40", -   ,85.50,153.90,855.00,0,A040010010200003016,153.90,855.00,0
1886,LULU,20180303,-,-,-,"1,689.60", -   ,132.00,237.60,"1,320.00",0,A040010010200003027,237.60,"1,320.00",0
1887,LULU,20180303,-,-,-,"4,535.60", -   ,354.34,637.82,"3,543.44",0,A040010010200003026,637.82,"3,543.44",0
1888,LULU,20180303,-,-,-,"4,448.00", -   ,347.50,625.50,"3,475.00",0,A040010010200003025,625.50,"3,475.00",0
1889,LULU,20180303,-,-,-,819.20, -   ,64.00,115.20,640.00,0,A040010010200003028,115.20,640.00,0
1890,LULU,20180303,-,-,-,819.20, -   ,64.00,115.20,640.00,0,A040010010200003028,115.20,640.00,0
1891,LULU,20180303,-,-,-,240.00, -   ,18.75,33.75,187.50,0,A040010010200003030,33.75,187.50,0
1892,LULU,20180303,-,-,-,460.80, -   ,36.00,64.80,360.00,0,A040010010200002936,64.80,360.00,0
1893,LULU,20180303,-,-,-,307.20, -   ,24.00,43.20,240.00,0,A040010010200003043,43.20,240.00,0
1894,LULU,20180303,-,-,-,307.20, -   ,24.00,43.20,240.00,0,A040010010200003043,43.20,240.00,0
1895,LULU,20180303,-,-,-,780.80, -   ,61.00,109.80,610.00,0,A040010010200003031,109.80,610.00,0
1896,LULU,20180303,-,-,-,883.20, -   ,69.00,124.20,690.00,0,A040010010200003032,124.20,690.00,0
1897,LULU,20180303,-,-,-,"1,856.00", -   ,145.00,261.00,"1,450.00",0,A040010010200003033,261.00,"1,450.00",0
1898,LULU,20180303,-,-,-,"1,478.40", -   ,115.50,207.90,"1,155.00",0,A040010010200003034,207.90,"1,155.00",0
1899,LULU,20180303,-,-,-,"1,067.98", -   ,83.44,150.18,834.36,0,A040010010200003035,150.18,834.36,0
1900,LULU,20180303,-,-,-,"1,040.00", -   ,81.25,146.25,812.50,0,A040010010200003047,146.25,812.50,0
1901,LULU,20180303,-,-,-,"1,881.60", -   ,147.00,264.60,"1,470.00",101007852,A040010010100000363,264.60,"1,470.00",0
1902,LULU,20180303,-,-,-,"4,271.82", -   ,333.74,600.72,"3,337.36",0,A040010010200003037,600.72,"3,337.36",0
1903,LULU,20180303,-,-,-,"4,646.40", -   ,363.00,653.40,"3,630.00",0,A040010010200003036,653.40,"3,630.00",0
1904,LULU,20180303,-,-,-,"2,528.00", -   ,197.50,355.50,"1,975.00",0,A040010010200003038,355.50,"1,975.00",0
1905,LULU,20180303,-,-,-,"4,966.40", -   ,388.00,698.40,"3,880.00",0,A040010010200003039,698.40,"3,880.00",0
1906,LULU,20180303,-,-,-,"5,081.60", -   ,397.00,714.60,"3,970.00",0,A040010010200003040,714.60,"3,970.00",0
1907,LULU,20180303,-,-,-,486.40, -   ,38.00,68.40,380.00,0,A040010010200003041,68.40,380.00,0
1908,LULU,20180303,-,-,-,"3,046.40", -   ,238.00,428.40,"2,380.00",0,A040010010200003042,428.40,"2,380.00",0
1909,LULU,20180303,-,-,-,"5,011.20", -   ,391.50,704.70,"3,915.00",0,A040010010200003045,704.70,"3,915.00",0
1910,LULU,20180303,-,-,-,"3,582.72", -   ,279.90,503.82,"2,799.00",130424101,A040010010100000364,503.82,"2,799.00",0
1911,LULU,20180303,-,-,-,"3,582.72", -   ,279.90,503.82,"2,799.00",130424101,A040010010100000365,503.82,"2,799.00",0
1912,LULU,20180303,-,-,-,"3,716.76", -   ,290.37,522.67,"2,903.72",0,A040010010200003044,522.67,"2,903.72",0
1913,LULU,20180303,-,-,-,"3,590.19", -   ,280.48,504.87,"2,804.84",0,A040010010200003046,504.87,"2,804.84",0
1914,LULU,20180303,-,-,-,"6,112.00", -   ,477.50,859.50,"4,775.00",101856106,A040010010100000366,859.50,"4,775.00",0
1915,LULU,20180303,-,-,-,"1,897.19", -   ,148.22,266.79,"1,482.18",0,A040010010200003048,266.79,"1,482.18",0
1916,LULU,20180303,-,-,-,"3,936.00", -   ,307.50,553.50,"3,075.00",0,A040010010200003049,553.50,"3,075.00",0
1917,LULU,20180303,-,-,-,"5,221.99", -   ,407.97,734.34,"4,079.68",0,A040010010200003050,734.34,"4,079.68",0
1918,LULU,20180303,-,-,-,"1,120.00", -   ,87.50,157.50,875.00,0,A040010010200003051,157.50,875.00,0
1919,LULU,20180303,-,-,-,"3,648.00", -   ,285.00,513.00,"2,850.00",131185215,A040010010100000368,513.00,"2,850.00",0
1920,LULU,20180303,-,-,-,708.40, -   ,55.34,99.62,553.44,0,A040010010200003053,99.62,553.44,0
1921,LULU,20180303,-,-,-,"6,730.39", -   ,525.81,946.46,"5,258.12",0,A040010010200003054,946.46,"5,258.12",0
1922,LULU,20180304,-,-,-,"2,784.00", -   ,217.50,391.50,"2,175.00",131460801,A040010010100000369,391.50,"2,175.00",0
1923,LULU,20180304,-,-,-,"1,792.00", -   ,140.00,252.00,"1,400.00",0,A040010010200003071,252.00,"1,400.00",0
1924,LULU,20180304,-,-,-,"9,598.72", -   ,749.90,"1,349.82","7,499.00",0,A040010010200003065,"1,349.82","7,499.00",0
1925,LULU,20180304,-,-,-,"1,286.40", -   ,100.50,180.90,"1,005.00",0,A040010010200003064,180.90,"1,005.00",0
1926,LULU,20180304,-,-,-,"5,363.20", -   ,419.00,754.20,"4,190.00",0,A040010010200003063,754.20,"4,190.00",0
1927,LULU,20180304,-,-,-,"3,593.60", -   ,280.75,505.35,"2,807.50",0,A040010010200003062,505.35,"2,807.50",0
1928,LULU,20180304,-,-,-,"4,614.40", -   ,360.50,648.90,"3,605.00",0,A040010010200003061,648.90,"3,605.00",0
1929,LULU,20180304,-,-,-,"5,408.00", -   ,422.50,760.50,"4,225.00",0,A040010010200003060,760.50,"4,225.00",0
1930,LULU,20180304,-,-,-,435.20, -   ,34.00,61.20,340.00,0,A040010010200003103,61.20,340.00,0
1931,LULU,20180304,-,-,-,435.20, -   ,34.00,61.20,340.00,0,A040010010200003231,61.20,340.00,0
1932,LULU,20180304,-,-,-,435.20, -   ,34.00,61.20,340.00,0,A040010010200003103,61.20,340.00,0
1933,LULU,20180304,-,-,-,435.20, -   ,34.00,61.20,340.00,0,A040010010200003231,61.20,340.00,0
1934,LULU,20180304,-,-,-,"1,899.57", -   ,148.40,267.13,"1,484.04",0,A040010010200003102,267.13,"1,484.04",0
1935,LULU,20180304,-,-,-,646.40, -   ,50.50,90.90,505.00,0,A040010010200003101,90.90,505.00,0
1936,LULU,20180304,-,-,-,"3,616.00", -   ,282.50,508.50,"2,825.00",0,A040010010200003100,508.50,"2,825.00",0
1937,LULU,20180304,-,-,-,448.00, -   ,35.00,63.00,350.00,0,A040010010200003099,63.00,350.00,0
1938,LULU,20180304,-,-,-,"2,112.00", -   ,165.00,297.00,"1,650.00",0,A040010010200003098,297.00,"1,650.00",0
1939,LULU,20180304,-,-,-,"2,112.00", -   ,165.00,297.00,"1,650.00",0,A040010010200003098,297.00,"1,650.00",0
1940,LULU,20180304,-,-,-,"1,843.20", -   ,144.00,259.20,"1,440.00",0,A040010010200003097,259.20,"1,440.00",0
1941,LULU,20180304,-,-,-,"1,843.20", -   ,144.00,259.20,"1,440.00",0,A040010010200003135,259.20,"1,440.00",0
1942,LULU,20180304,-,-,-,"1,843.20", -   ,144.00,259.20,"1,440.00",0,A040010010200003097,259.20,"1,440.00",0
1943,LULU,20180304,-,-,-,"1,843.20", -   ,144.00,259.20,"1,440.00",0,A040010010200003135,259.20,"1,440.00",0
1944,LULU,20180304,-,-,-,"3,993.60", -   ,312.00,561.60,"3,120.00",0,A040010010200003096,561.60,"3,120.00",0
1945,LULU,20180304,-,-,-,"6,232.78", -   ,486.94,876.48,"4,869.36",0,A040010010200003095,876.48,"4,869.36",0
1946,LULU,20180304,-,-,-,"2,002.79", -   ,156.47,281.64,"1,564.68",0,A040010010200003094,281.64,"1,564.68",0
1947,LULU,20180304,-,-,-,"2,182.40", -   ,170.50,306.90,"1,705.00",0,A040010010200003093,306.90,"1,705.00",0
1948,LULU,20180304,-,-,-,"17,401.60", -   ,"1,359.50","2,447.10","13,595.00",0,A040010010200003075,"2,447.10","13,595.00",0
1949,LULU,20180304,-,-,-,"1,416.78", -   ,110.69,199.23,"1,106.86",0,A040010010200003081,199.23,"1,106.86",0
1950,LULU,20180304,-,-,-,944.00, -   ,73.75,132.75,737.50,0,A040010010200003082,132.75,737.50,0
1951,LULU,20180304,-,-,-,"2,560.00", -   ,200.00,360.00,"2,000.00",0,A040010010200003083,360.00,"2,000.00",0
1952,LULU,20180304,-,-,-,"2,560.00", -   ,200.00,360.00,"2,000.00",0,A040010010200003202,360.00,"2,000.00",0
1953,LULU,20180304,-,-,-,"2,560.00", -   ,200.00,360.00,"2,000.00",0,A040010010200003083,360.00,"2,000.00",0
1954,LULU,20180304,-,-,-,"2,560.00", -   ,200.00,360.00,"2,000.00",0,A040010010200003202,360.00,"2,000.00",0
1955,LULU,20180304,-,-,-,"2,098.79", -   ,163.97,295.14,"1,639.68",0,A040010010200003084,295.14,"1,639.68",0
1956,LULU,20180304,-,-,-,"1,593.39", -   ,124.48,224.07,"1,244.84",0,A040010010200003086,224.07,"1,244.84",0
1957,LULU,20180304,-,-,-,"5,062.40", -   ,395.50,711.90,"3,955.00",0,A040010010200003087,711.90,"3,955.00",0
1958,LULU,20180304,-,-,-,"2,406.40", -   ,188.00,338.40,"1,880.00",0,A040010010200003088,338.40,"1,880.00",0
1959,LULU,20180304,-,-,-,"2,776.78", -   ,216.94,390.48,"2,169.36",0,A040010010200003089,390.48,"2,169.36",0
1960,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",0,A040010010200003090,570.60,"3,170.00",0
1961,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",131106412,A040010010100000380,570.60,"3,170.00",0
1962,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",0,A040010010200003234,570.60,"3,170.00",0
1963,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",0,A040010010200003090,570.60,"3,170.00",0
1964,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",131106412,A040010010100000380,570.60,"3,170.00",0
1965,LULU,20180304,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",0,A040010010200003234,570.60,"3,170.00",0
1966,LULU,20180304,-,-,-,"1,042.79", -   ,81.47,146.64,814.68,0,A040010010200003091,146.64,814.68,0
1967,LULU,20180304,-,-,-,"3,974.40", -   ,310.50,558.90,"3,105.00",0,A040010010200003092,558.90,"3,105.00",0
1968,LULU,20180304,-,-,-,"1,432.78", -   ,111.94,201.48,"1,119.36",0,A040010010200003076,201.48,"1,119.36",0
1969,LULU,20180304,-,-,-,"2,297.60", -   ,179.50,323.10,"1,795.00",0,A040010010200003077,323.10,"1,795.00",0
1970,LULU,20180304,-,-,-,"2,252.80", -   ,176.00,316.80,"1,760.00",0,A040010010200003078,316.80,"1,760.00",0
1971,LULU,20180304,-,-,-,729.60, -   ,57.00,102.60,570.00,0,A040010010200003079,102.60,570.00,0
1972,LULU,20180304,-,-,-,729.60, -   ,57.00,102.60,570.00,0,A040010010200003165,102.60,570.00,0
1973,LULU,20180304,-,-,-,729.60, -   ,57.00,102.60,570.00,0,A040010010200003079,102.60,570.00,0
1974,LULU,20180304,-,-,-,729.60, -   ,57.00,102.60,570.00,0,A040010010200003165,102.60,570.00,0
1975,LULU,20180304,-,-,-,"3,141.99", -   ,245.47,441.84,"2,454.68",0,A040010010200003080,441.84,"2,454.68",0
1976,LULU,20180304,-,-,-,"5,907.20", -   ,461.50,830.70,"4,615.00",0,A040010010200003085,830.70,"4,615.00",0
1977,LULU,20180304,-,-,-,"1,760.00", -   ,137.50,247.50,"1,375.00",0,A040010010200003128,247.50,"1,375.00",0
1978,LULU,20180304,-,-,-,"2,080.00", -   ,162.50,292.50,"1,625.00",0,A040010010200003125,292.50,"1,625.00",0
1979,LULU,20180304,-,-,-,"2,238.32", -   ,174.87,314.76,"1,748.69",0,A040010010200003124,314.76,"1,748.69",0
1980,LULU,20180304,-,-,-,"1,340.01", -   ,104.69,188.44,"1,046.88",0,A040010010200003104,188.44,"1,046.88",0
1981,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003105,64.68,359.36,0
1982,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003122,64.68,359.36,0
1983,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003151,64.68,359.36,0
1984,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003105,64.68,359.36,0
1985,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003122,64.68,359.36,0
1986,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003151,64.68,359.36,0
1987,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003105,64.68,359.36,0
1988,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003122,64.68,359.36,0
1989,LULU,20180304,-,-,-,459.98, -   ,35.94,64.68,359.36,0,A040010010200003151,64.68,359.36,0
1990,LULU,20180304,-,-,-,"1,113.60", -   ,87.00,156.60,870.00,0,A040010010200003106,156.60,870.00,0
1991,LULU,20180304,-,-,-,870.40, -   ,68.00,122.40,680.00,0,A040010010200003147,122.40,680.00,0
1992,LULU,20180304,-,-,-,505.60, -   ,39.50,71.10,395.00,0,A040010010200003109,71.10,395.00,0
1993,LULU,20180304,-,-,-,"4,776.81", -   ,373.19,671.74,"3,731.88",0,A040010010200003108,671.74,"3,731.88",0
1994,LULU,20180304,-,-,-,"3,116.80", -   ,243.50,438.30,"2,435.00",0,A040010010200003146,438.30,"2,435.00",0
1995,LULU,20180304,-,-,-,"1,472.00", -   ,115.00,207.00,"1,150.00",0,A040010010200003145,207.00,"1,150.00",0
1996,LULU,20180304,-,-,-,"2,585.60", -   ,202.00,363.60,"2,020.00",0,A040010010200003144,363.60,"2,020.00",0
1997,LULU,20180304,-,-,-,320.00, -   ,25.00,45.00,250.00,0,A040010010200003148,45.00,250.00,0
1998,LULU,20180304,-,-,-,"3,364.76", -   ,262.87,473.17,"2,628.72",0,A040010010200003110,473.17,"2,628.72",0
1999,LULU,20180304,-,-,-,"3,328.00", -   ,260.00,468.00,"2,600.00",0,A040010010200003113,468.00,"2,600.00",0
2000,LULU,20180304,-,-,-,"4,512.41", -   ,352.53,634.56,"3,525.32",0,A040010010200003112,634.56,"3,525.32",0
2001,LULU,20180304,-,-,-,531.20, -   ,41.50,74.70,415.00,0,A040010010200003111,74.70,415.00,0
2002,LULU,20180304,-,-,-,"1,120.00", -   ,87.50,157.50,875.00,0,A040010010200003117,157.50,875.00,0
2003,LULU,20180304,-,-,-,"1,120.00", -   ,87.50,157.50,875.00,0,A040010010200003212,157.50,875.00,0
2004,LULU,20180304,-,-,-,"1,120.00", -   ,87.50,157.50,875.00,0,A040010010200003117,157.50,875.00,0
2005,LULU,20180304,-,-,-,"1,120.00", -   ,87.50,157.50,875.00,0,A040010010200003212,157.50,875.00,0
2006,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003116,93.60,520.00,0
2007,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003180,93.60,520.00,0
2008,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003200,93.60,520.00,0
2009,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003211,93.60,520.00,0
2010,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003116,93.60,520.00,0
2011,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003180,93.60,520.00,0
2012,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003200,93.60,520.00,0
2013,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003211,93.60,520.00,0
2014,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003116,93.60,520.00,0
2015,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003180,93.60,520.00,0
2016,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003200,93.60,520.00,0
2017,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003211,93.60,520.00,0
2018,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003116,93.60,520.00,0
2019,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003180,93.60,520.00,0
2020,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003200,93.60,520.00,0
2021,LULU,20180304,-,-,-,665.60, -   ,52.00,93.60,520.00,0,A040010010200003211,93.60,520.00,0
2022,LULU,20180304,-,-,-,"12,119.25", -   ,946.82,"1,704.27","9,468.16",0,A040010010200003121,"1,704.27","9,468.16",0
2023,LULU,20180304,-,-,-,"1,049.60", -   ,82.00,147.60,820.00,0,A040010010200003123,147.60,820.00,0
2024,LULU,20180304,-,-,-,"1,420.80", -   ,111.00,199.80,"1,110.00",0,A040010010200003107,199.80,"1,110.00",0
2025,LULU,20180304,-,-,-,"1,420.80", -   ,111.00,199.80,"1,110.00",0,A040010010200003120,199.80,"1,110.00",0
2026,LULU,20180304,-,-,-,121.60, -   ,9.50,17.10,95.00,0,A040010010200003119,17.10,95.00,0
2027,LULU,20180304,-,-,-,"4,355.99", -   ,340.31,612.56,"3,403.12",0,A040010010200003118,612.56,"3,403.12",0
2028,LULU,20180304,-,-,-,307.20, -   ,24.00,43.20,240.00,0,A040010010200003072,43.20,240.00,0
2029,LULU,20180304,-,-,-,"3,833.60", -   ,299.50,539.10,"2,995.00",0,A040010010200003142,539.10,"2,995.00",0
2030,LULU,20180304,-,-,-,"1,664.00", -   ,130.00,234.00,"1,300.00",0,A040010010200003143,234.00,"1,300.00",0
2031,LULU,20180304,-,-,-,"2,451.61", -   ,191.53,344.76,"1,915.32",0,A040010010200003141,344.76,"1,915.32",0
2032,LULU,20180304,-,-,-,256.00, -   ,20.00,36.00,200.00,131049141,A040010010100000372,36.00,200.00,0
2033,LULU,20180304,-,-,-,256.00, -   ,20.00,36.00,200.00,0,A040010010200003140,36.00,200.00,0
2034,LULU,20180304,-,-,-,"2,054.40", -   ,160.50,288.90,"1,605.00",0,A040010010200003058,288.90,"1,605.00",0
2035,LULU,20180304,-,-,-,"2,054.40", -   ,160.50,288.90,"1,605.00",0,A040010010200003139,288.90,"1,605.00",0
2036,LULU,20180304,-,-,-,"1,099.98", -   ,85.94,154.68,859.36,0,A040010010200003129,154.68,859.36,0
2037,LULU,20180304,-,-,-,"1,487.36", -   ,116.20,209.16,"1,162.00",0,A040010010200003130,209.16,"1,162.00",0
2038,LULU,20180304,-,-,-,"2,592.41", -   ,202.53,364.56,"2,025.32",0,A040010010200003131,364.56,"2,025.32",0
2039,LULU,20180304,-,-,-,"3,366.40", -   ,263.00,473.40,"2,630.00",0,A040010010200003132,473.40,"2,630.00",0
2040,LULU,20180304,-,-,-,"1,996.80", -   ,156.00,280.80,"1,560.00",0,A040010010200003133,280.80,"1,560.00",0
2041,LULU,20180304,-,-,-,"4,384.00", -   ,342.50,616.50,"3,425.00",0,A040010010200003134,616.50,"3,425.00",0
2042,LULU,20180304,-,-,-,"6,969.60", -   ,544.50,980.10,"5,445.00",0,A040010010200003138,980.10,"5,445.00",0
2043,LULU,20180304,-,-,-,192.00, -   ,15.00,27.00,150.00,0,A040010010200003137,27.00,150.00,0
2044,LULU,20180304,-,-,-,896.00, -   ,70.00,126.00,700.00,0,A040010010200003136,126.00,700.00,0
2045,LULU,20180304,-,-,-,896.00, -   ,70.00,126.00,700.00,0,A040010010200003149,126.00,700.00,0
2046,LULU,20180304,-,-,-,896.00, -   ,70.00,126.00,700.00,0,A040010010200003136,126.00,700.00,0
2047,LULU,20180304,-,-,-,896.00, -   ,70.00,126.00,700.00,0,A040010010200003149,126.00,700.00,0
2048,LULU,20180304,-,-,-,857.60, -   ,67.00,120.60,670.00,0,A040010010200003154,120.60,670.00,0
2049,LULU,20180304,-,-,-,"5,305.60", -   ,414.50,746.10,"4,145.00",0,A040010010200003150,746.10,"4,145.00",0
2050,LULU,20180304,-,-,-,"10,880.00", -   ,850.00,"1,530.00","8,500.00",0,A040010010200003152,"1,530.00","8,500.00",0
2051,LULU,20180304,-,-,-,"1,062.40", -   ,83.00,149.40,830.00,0,A040010010200003156,149.40,830.00,0
2052,LULU,20180304,-,-,-,"1,292.80", -   ,101.00,181.80,"1,010.00",0,A040010010200003155,181.80,"1,010.00",0
2053,LULU,20180304,-,-,-,153.60, -   ,12.00,21.60,120.00,0,A040010010200003157,21.60,120.00,0
2054,LULU,20180304,-,-,-,153.60, -   ,12.00,21.60,120.00,0,A040010010200003197,21.60,120.00,0
2055,LULU,20180304,-,-,-,153.60, -   ,12.00,21.60,120.00,0,A040010010200003157,21.60,120.00,0
2056,LULU,20180304,-,-,-,153.60, -   ,12.00,21.60,120.00,0,A040010010200003197,21.60,120.00,0
2057,LULU,20180304,-,-,-,"3,801.60", -   ,297.00,534.60,"2,970.00",130693722,A040010010100000374,534.60,"2,970.00",0
2058,LULU,20180304,-,-,-,"3,801.60", -   ,297.00,534.60,"2,970.00",0,A040010010200003158,534.60,"2,970.00",0
2059,LULU,20180304,-,-,-,"4,332.80", -   ,338.50,609.30,"3,385.00",0,A040010010200003159,609.30,"3,385.00",0
2060,LULU,20180304,-,-,-,"5,555.20", -   ,434.00,781.20,"4,340.00",2800102499,A040010010100000371,781.20,"4,340.00",0
2061,LULU,20180304,-,-,-,"5,555.20", -   ,434.00,781.20,"4,340.00",0,A040010010200003160,781.20,"4,340.00",0
2062,LULU,20180304,-,-,-,"3,705.60", -   ,289.50,521.10,"2,895.00",0,A040010010200003161,521.10,"2,895.00",0
2063,LULU,20180304,-,-,-,"3,705.60", -   ,289.50,521.10,"2,895.00",0,A040010010200003208,521.10,"2,895.00",0
2064,LULU,20180304,-,-,-,"3,705.60", -   ,289.50,521.10,"2,895.00",0,A040010010200003161,521.10,"2,895.00",0
2065,LULU,20180304,-,-,-,"3,705.60", -   ,289.50,521.10,"2,895.00",0,A040010010200003208,521.10,"2,895.00",0
2066,LULU,20180304,-,-,-,"10,316.80", -   ,806.00,"1,450.80","8,060.00",0,A040010010200003162,"1,450.80","8,060.00",0
2067,LULU,20180304,-,-,-,"4,467.20", -   ,349.00,628.20,"3,490.00",118091065,A040010010100000373,628.20,"3,490.00",0
2068,LULU,20180304,-,-,-,"4,467.20", -   ,349.00,628.20,"3,490.00",0,A040010010200003163,628.20,"3,490.00",0
2069,LULU,20180304,-,-,-,"1,779.20", -   ,139.00,250.20,"1,390.00",0,A040010010200003057,250.20,"1,390.00",0
2070,LULU,20180304,-,-,-,"1,779.20", -   ,139.00,250.20,"1,390.00",0,A040010010200003164,250.20,"1,390.00",0
2071,LULU,20180304,-,-,-,"4,101.12", -   ,320.40,576.72,"3,204.00",0,A040010010200003166,576.72,"3,204.00",0
2072,LULU,20180304,-,-,-,"1,813.61", -   ,141.69,255.04,"1,416.88",0,A040010010200003168,255.04,"1,416.88",0
2073,LULU,20180304,-,-,-,908.80, -   ,71.00,127.80,710.00,0,A040010010200003169,127.80,710.00,0
2074,LULU,20180304,-,-,-,627.20, -   ,49.00,88.20,490.00,0,A040010010200003167,88.20,490.00,0
2075,LULU,20180304,-,-,-,951.60, -   ,74.34,133.82,743.44,0,A040010010200003170,133.82,743.44,0
2076,LULU,20180304,-,-,-,252.80, -   ,19.75,35.55,197.50,0,A040010010200003171,35.55,197.50,0
2077,LULU,20180304,-,-,-,460.80, -   ,36.00,64.80,360.00,0,A040010010200003070,64.80,360.00,0
2078,LULU,20180304,-,-,-,460.80, -   ,36.00,64.80,360.00,0,A040010010200003172,64.80,360.00,0
2079,LULU,20180304,-,-,-,"1,216.00", -   ,95.00,171.00,950.00,0,A040010010200003173,171.00,950.00,0
2080,LULU,20180304,-,-,-,"4,032.00", -   ,315.00,567.00,"3,150.00",0,A040010010200003174,567.00,"3,150.00",0
2081,LULU,20180304,-,-,-,"4,428.80", -   ,346.00,622.80,"3,460.00",0,A040010010200003175,622.80,"3,460.00",0
2082,LULU,20180304,-,-,-,"5,209.60", -   ,407.00,732.60,"4,070.00",0,A040010010200003179,732.60,"4,070.00",0
2083,LULU,20180304,-,-,-,"14,348.80", -   ,"1,121.00","2,017.80","11,210.00",0,A040010010200003178,"2,017.80","11,210.00",0
2084,LULU,20180304,-,-,-,"4,358.40", -   ,340.50,612.90,"3,405.00",0,A040010010200003177,612.90,"3,405.00",0
2085,LULU,20180304,-,-,-,"6,679.96", -   ,521.87,939.37,"5,218.72",0,A040010010200003176,939.37,"5,218.72",0
2086,LULU,20180304,-,-,-,"3,840.00", -   ,300.00,540.00,"3,000.00",0,A040010010200003181,540.00,"3,000.00",0
2087,LULU,20180304,-,-,-,"1,920.00", -   ,150.00,270.00,"1,500.00",0,A040010010200003182,270.00,"1,500.00",0
2088,LULU,20180304,-,-,-,"7,078.40", -   ,553.00,995.40,"5,530.00",0,A040010010200003183,995.40,"5,530.00",0
2089,LULU,20180304,-,-,-,754.38, -   ,58.94,106.08,589.36,0,A040010010200003184,106.08,589.36,0
2090,LULU,20180304,-,-,-,"6,214.40", -   ,485.50,873.90,"4,855.00",0,A040010010200003185,873.90,"4,855.00",0
2091,LULU,20180304,-,-,-,748.39, -   ,58.47,105.24,584.68,0,A040010010200003186,105.24,584.68,0
2092,LULU,20180304,-,-,-,"4,691.20", -   ,366.50,659.70,"3,665.00",0,A040010010200003067,659.70,"3,665.00",0
