,FUENTE,FECHA,PI_NCF,PI_NOMBRE,PI_RNC,PI_TOTAL,PI_EXONERACION,PI_PCT_LEY,PI_IVA,MONTO,MG_RNC,MG_NUMERO,MG_IMPUESTO,CHCK_1,DIFF
523,PATEPALO,20180314,-,-,-,972.80, -   ,76.00,136.80,760.00,0,A010010010200209187,136.80,760.00,0
524,PATEPALO,20180314,-,-,-,"6,771.20", -   ,529.00,952.20,"5,290.00",0,A010010010200209188,952.20,"5,290.00",0
525,PATEPALO,20180314,-,-,-,"3,948.80", -   ,308.50,555.30,"3,085.00",0,A010010010200209189,555.30,"3,085.00",0
526,PATEPALO,20180314,-,-,-,"9,769.18", -   ,763.22,"1,373.79","7,632.17",0,A010010010200209190,"1,373.79","7,632.17",0
527,PATEPALO,20180314,-,-,-,"3,175.19", -   ,248.06,446.51,"2,480.62",0,A010010010200209191,446.51,"2,480.62",0
528,PATEPALO,20180314,-,-,-,"7,046.40", -   ,550.50,990.90,"5,505.00",0,A010010010200209192,990.90,"5,505.00",0
529,PATEPALO,20180314,-,-,-,"9,209.60", -   ,719.50,"1,295.10","7,195.00",0,A010010010200209193,"1,295.10","7,195.00",0
530,PATEPALO,20180314,-,-,-,"46,367.15", -   ,"3,622.43","6,520.38","36,224.34",0,A010010010200209194,"6,520.38","36,224.34",0
531,PATEPALO,20180314,-,-,-,"3,047.19", -   ,238.06,428.51,"2,380.62",0,A010010010200209195,428.51,"2,380.62",0
532,PATEPALO,20180314,-,-,-,"3,616.00", -   ,282.50,508.50,"2,825.00",130044122,A010010010100029834,508.50,"2,825.00",0
533,PATEPALO,20180314,-,-,-,"3,616.00", -   ,282.50,508.50,"2,825.00",0,A010010010200209197,508.50,"2,825.00",0
534,PATEPALO,20180314,-,-,-,"12,889.60", -   ,"1,007.00","1,812.60","10,070.00",101505923,A010010010100029836,"1,812.60","10,070.00",0
535,PATEPALO,20180314,-,-,-,"4,012.93", -   ,313.51,564.32,"3,135.10",0,A010010010200209198,564.32,"3,135.10",0
536,PATEPALO,20180314,-,-,-,"3,532.80", -   ,276.00,496.80,"2,760.00",0,A010010010200209199,496.80,"2,760.00",0
537,PATEPALO,20180314,-,-,-,"17,112.96", -   ,"1,336.95","2,406.51","13,369.50",131652018,A010010010100029835,"2,406.51","13,369.50",0
538,PATEPALO,20180314,-,-,-,"2,873.60", -   ,224.50,404.10,"2,245.00",0,A010010010200209201,404.10,"2,245.00",0
539,PATEPALO,20180314,-,-,-,"4,371.20", -   ,341.50,614.70,"3,415.00",130725438,A010010010100029837,614.70,"3,415.00",0
540,PATEPALO,20180314,-,-,-,"3,520.00", -   ,275.00,495.00,"2,750.00",0,A010010010200209203,495.00,"2,750.00",0
541,PATEPALO,20180314,-,-,-,"2,246.53", -   ,175.51,315.92,"1,755.10",0,A010010010200209204,315.92,"1,755.10",0
542,PATEPALO,20180314,-,-,-,"3,507.20", -   ,274.00,493.20,"2,740.00",0,A010010010200209205,493.20,"2,740.00",0
543,PATEPALO,20180314,-,-,-,"1,395.20", -   ,109.00,196.20,"1,090.00",0,A010010010200209206,196.20,"1,090.00",0
544,PATEPALO,20180314,-,-,-,"3,628.80", -   ,283.50,510.30,"2,835.00",0,A010010010200209207,510.30,"2,835.00",0
545,PATEPALO,20180314,-,-,-,"11,116.93", -   ,868.51,"1,563.32","8,685.10",0,A010010010200209196,"1,563.32","8,685.10",0
546,PATEPALO,20180314,-,-,-,"11,116.93", -   ,868.51,"1,563.32","8,685.10",0,A010010010200209200,"1,563.32","8,685.10",0
547,PATEPALO,20180314,-,-,-,"18,054.40", -   ,"1,410.50","2,538.90","14,105.00",0,A010010010200209208,"2,538.90","14,105.00",0
548,PATEPALO,20180314,-,-,-,"6,342.40", -   ,495.50,891.90,"4,955.00",430033472,A010010010100029838,891.90,"4,955.00",0
549,PATEPALO,20180314,-,-,-,"2,966.48", -   ,231.76,417.16,"2,317.56",0,A010010010200209209,417.16,"2,317.56",0
550,PATEPALO,20180314,-,-,-,"7,155.20", -   ,559.00,"1,006.20","5,590.00",0,A010010010200209210,"1,006.20","5,590.00",0
551,PATEPALO,20180314,-,-,-,"5,145.60", -   ,402.00,723.60,"4,020.00",0,A010010010200209211,723.60,"4,020.00",0
552,PATEPALO,20180314,-,-,-,"6,944.00", -   ,542.50,976.50,"5,425.00",130173524,A010010010100029839,976.50,"5,425.00",0
553,PATEPALO,20180314,-,-,-,"5,561.60", -   ,434.50,782.10,"4,345.00",0,A010010010200209213,782.10,"4,345.00",0
554,PATEPALO,20180314,-,-,-,"13,209.60", -   ,"1,032.00","1,857.60","10,320.00",0,A010010010200209215,"1,857.60","10,320.00",0
555,PATEPALO,20180314,-,-,-,"3,906.37", -   ,305.19,549.33,"3,051.85",0,A010010010200209216,549.33,"3,051.85",0
556,PATEPALO,20180314,-,-,-,"5,222.40", -   ,408.00,734.40,"4,080.00",0,A010010010200209217,734.40,"4,080.00",0
557,PATEPALO,20180314,-,-,-,"4,985.60", -   ,389.50,701.10,"3,895.00",130720819,A010010010100029840,701.10,"3,895.00",0
558,PATEPALO,20180315,-,-,-,636.80, -   ,49.75,89.55,497.50,0,A010010010200209219,89.55,497.50,0
559,PATEPALO,20180315,-,-,-,"5,382.40", -   ,420.50,756.90,"4,205.00",0,A010010010200209220,756.90,"4,205.00",0
560,PATEPALO,20180315,-,-,-,"8,896.00", -   ,695.00,"1,251.00","6,950.00",0,A010010010200209221,"1,251.00","6,950.00",0
561,PATEPALO,20180315,-,-,-,"4,358.40", -   ,340.50,612.90,"3,405.00",0,A010010010200209222,612.90,"3,405.00",0
562,PATEPALO,20180315,-,-,-,"6,342.40", -   ,495.50,891.90,"4,955.00",0,A010010010200209223,891.90,"4,955.00",0
563,PATEPALO,20180315,-,-,-,"2,534.40", -   ,198.00,356.40,"1,980.00",0,A010010010200209224,356.40,"1,980.00",0
564,PATEPALO,20180315,-,-,-,316.80, -   ,24.75,44.55,247.50,0,A010010010200209226,44.55,247.50,0
565,PATEPALO,20180315,-,-,-,288.00, -   ,22.50,40.50,225.00,0,A010010010200209225,40.50,225.00,0
566,PATEPALO,20180315,-,-,-,288.00, -   ,22.50,40.50,225.00,0,A010010010200209300,40.50,225.00,0
567,PATEPALO,20180315,-,-,-,288.00, -   ,22.50,40.50,225.00,0,A010010010200209225,40.50,225.00,0
568,PATEPALO,20180315,-,-,-,288.00, -   ,22.50,40.50,225.00,0,A010010010200209300,40.50,225.00,0
569,PATEPALO,20180315,-,-,-,"16,115.60", -   ,"1,259.03","2,266.26","12,590.31",0,A010010010200209227,"2,266.26","12,590.31",0
570,PATEPALO,20180315,-,-,-,"5,036.80", -   ,393.50,708.30,"3,935.00",0,A010010010200209228,708.30,"3,935.00",0
571,PATEPALO,20180315,-,-,-,"4,345.60", -   ,339.50,611.10,"3,395.00",0,A010010010200209229,611.10,"3,395.00",0
572,PATEPALO,20180315,-,-,-,"3,820.80", -   ,298.50,537.30,"2,985.00",0,A010010010200209230,537.30,"2,985.00",0
573,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209261,70.31,390.62,0
574,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209299,70.31,390.62,0
575,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209261,70.31,390.62,0
576,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209299,70.31,390.62,0
577,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209261,70.31,390.62,0
578,PATEPALO,20180315,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209299,70.31,390.62,0
579,PATEPALO,20180315,-,-,-,"21,235.20", -   ,"1,659.00","2,986.20","16,590.00",0,A010010010200209231,"2,986.20","16,590.00",0
580,PATEPALO,20180315,-,-,-,"2,726.40", -   ,213.00,383.40,"2,130.00",0,A010010010200209232,383.40,"2,130.00",0
581,PATEPALO,20180315,-,-,-,"3,520.79", -   ,275.06,495.11,"2,750.62",0,A010010010200209233,495.11,"2,750.62",0
582,PATEPALO,20180315,-,-,-,"16,876.80", -   ,"1,318.50","2,373.30","13,185.00",0,A010010010200209234,"2,373.30","13,185.00",0
583,PATEPALO,20180315,-,-,-,"5,607.19", -   ,438.06,788.51,"4,380.62",0,A010010010200209235,788.51,"4,380.62",0
584,PATEPALO,20180315,-,-,-,"3,718.53", -   ,290.51,522.92,"2,905.10",0,A010010010200209236,522.92,"2,905.10",0
585,PATEPALO,20180315,-,-,-,"1,832.96", -   ,143.20,257.76,"1,432.00",0,A010010010200209237,257.76,"1,432.00",0
586,PATEPALO,20180315,-,-,-,"5,076.39", -   ,396.59,713.87,"3,965.93",0,A010010010200209242,713.87,"3,965.93",0
587,PATEPALO,20180315,-,-,-,"3,360.52", -   ,262.54,472.57,"2,625.41",0,A010010010200209238,472.57,"2,625.41",0
588,PATEPALO,20180315,-,-,-,"3,360.52", -   ,262.54,472.57,"2,625.41",0,A010010010200209241,472.57,"2,625.41",0
589,PATEPALO,20180315,-,-,-,"3,360.52", -   ,262.54,472.57,"2,625.41",0,A010010010200209243,472.57,"2,625.41",0
590,PATEPALO,20180315,-,-,-,736.00, -   ,57.50,103.50,575.00,0,A010010010200209244,103.50,575.00,0
591,PATEPALO,20180315,-,-,-,"3,763.20", -   ,294.00,529.20,"2,940.00",0,A010010010200209246,529.20,"2,940.00",0
592,PATEPALO,20180315,-,-,-,"4,198.40", -   ,328.00,590.40,"3,280.00",0,A010010010200209247,590.40,"3,280.00",0
593,PATEPALO,20180315,-,-,-,294.40, -   ,23.00,41.40,230.00,0,A010010010200209249,41.40,230.00,0
594,PATEPALO,20180315,-,-,-,"12,527.31", -   ,978.70,"1,761.65","9,786.96",0,A010010010200209250,"1,761.65","9,786.96",0
595,PATEPALO,20180315,-,-,-,646.40, -   ,50.50,90.90,505.00,0,A010010010200209251,90.90,505.00,0
596,PATEPALO,20180315,-,-,-,716.80, -   ,56.00,100.80,560.00,0,A010010010200209252,100.80,560.00,0
597,PATEPALO,20180315,-,-,-,640.00, -   ,50.00,90.00,500.00,0,A010010010200209253,90.00,500.00,0
598,PATEPALO,20180315,-,-,-,"1,267.20", -   ,99.00,178.20,990.00,0,A010010010200209254,178.20,990.00,0
599,PATEPALO,20180315,-,-,-,627.33, -   ,49.01,88.22,490.10,0,A010010010200209255,88.22,490.10,0
600,PATEPALO,20180315,-,-,-,"1,689.60", -   ,132.00,237.60,"1,320.00",0,A010010010200209256,237.60,"1,320.00",0
601,PATEPALO,20180315,-,-,-,"1,203.60", -   ,94.03,169.26,940.31,0,A010010010200209259,169.26,940.31,0
602,PATEPALO,20180315,-,-,-,"23,046.40", -   ,"1,800.50","3,240.90","18,005.00",0,A010010010200209260,"3,240.90","18,005.00",0
603,PATEPALO,20180315,-,-,-,"4,601.60", -   ,359.50,647.10,"3,595.00",0,A010010010200209262,647.10,"3,595.00",0
604,PATEPALO,20180315,-,-,-,"3,833.60", -   ,299.50,539.10,"2,995.00",0,A010010010200209263,539.10,"2,995.00",0
605,PATEPALO,20180315,-,-,-,946.96, -   ,73.98,133.17,739.81,0,A010010010200209248,133.17,739.81,0
606,PATEPALO,20180315,-,-,-,"9,292.80", -   ,726.00,"1,306.80","7,260.00",0,A010010010200209264,"1,306.80","7,260.00",0
607,PATEPALO,20180315,-,-,-,"11,846.40", -   ,925.50,"1,665.90","9,255.00",0,A010010010200209265,"1,665.90","9,255.00",0
608,PATEPALO,20180315,-,-,-,"1,068.80", -   ,83.50,150.30,835.00,0,A010010010200209266,150.30,835.00,0
609,PATEPALO,20180315,-,-,-,838.40, -   ,65.50,117.90,655.00,0,A010010010200209267,117.90,655.00,0
610,PATEPALO,20180315,-,-,-,"2,374.40", -   ,185.50,333.90,"1,855.00",0,A010010010200209268,333.90,"1,855.00",0
611,PATEPALO,20180315,-,-,-,"6,361.60", -   ,497.00,894.60,"4,970.00",101559217,A010010010100029844,894.60,"4,970.00",0
612,PATEPALO,20180315,-,-,-,"6,361.60", -   ,497.00,894.60,"4,970.00",0,A010010010200209269,894.60,"4,970.00",0
613,PATEPALO,20180315,-,-,-,"1,319.19", -   ,103.06,185.51,"1,030.62",0,A010010010200209270,185.51,"1,030.62",0
614,PATEPALO,20180315,-,-,-,"3,712.00", -   ,290.00,522.00,"2,900.00",0,A010010010200209271,522.00,"2,900.00",0
615,PATEPALO,20180315,-,-,-,"3,155.20", -   ,246.50,443.70,"2,465.00",0,A010010010200209272,443.70,"2,465.00",0
616,PATEPALO,20180315,-,-,-,"5,209.73", -   ,407.01,732.62,"4,070.10",0,A010010010200209273,732.62,"4,070.10",0
617,PATEPALO,20180315,-,-,-,"5,209.73", -   ,407.01,732.62,"4,070.10",101566914,A010010010100029845,732.62,"4,070.10",0
618,PATEPALO,20180315,-,-,-,"5,838.79", -   ,456.16,821.08,"4,561.55",0,A010010010200209274,821.08,"4,561.55",0
619,PATEPALO,20180315,-,-,-,224.00, -   ,17.50,31.50,175.00,0,A010010010200209275,31.50,175.00,0
620,PATEPALO,20180315,-,-,-,"4,057.60", -   ,317.00,570.60,"3,170.00",101122439,A010010010100029841,570.60,"3,170.00",0
621,PATEPALO,20180315,-,-,-,"20,486.80", -   ,"1,600.53","2,880.96","16,005.31",0,A010010010200209276,"2,880.96","16,005.31",0
622,PATEPALO,20180315,-,-,-,"5,510.80", -   ,430.53,774.96,"4,305.31",0,A010010010200209277,774.96,"4,305.31",0
623,PATEPALO,20180315,-,-,-,"7,315.20", -   ,571.50,"1,028.70","5,715.00",0,A010010010200209278,"1,028.70","5,715.00",0
624,PATEPALO,20180315,-,-,-,601.60, -   ,47.00,84.60,470.00,0,A010010010200209279,84.60,470.00,0
625,PATEPALO,20180315,-,-,-,"4,761.60", -   ,372.00,669.60,"3,720.00",0,A010010010200209280,669.60,"3,720.00",0
626,PATEPALO,20180315,-,-,-,"31,335.32", -   ,"2,448.07","4,406.53","24,480.72",0,A010010010200209281,"4,406.53","24,480.72",0
627,PATEPALO,20180315,-,-,-,"4,012.80", -   ,313.50,564.30,"3,135.00",0,A010010010200209287,564.30,"3,135.00",0
628,PATEPALO,20180315,-,-,-,"5,971.20", -   ,466.50,839.70,"4,665.00",0,A010010010200209282,839.70,"4,665.00",0
629,PATEPALO,20180315,-,-,-,"4,236.80", -   ,331.00,595.80,"3,310.00",0,A010010010200209283,595.80,"3,310.00",0
630,PATEPALO,20180315,-,-,-,"10,092.80", -   ,788.50,"1,419.30","7,885.00",0,A010010010200209284,"1,419.30","7,885.00",0
631,PATEPALO,20180315,-,-,-,"3,308.80", -   ,258.50,465.30,"2,585.00",0,A010010010200209285,465.30,"2,585.00",0
632,PATEPALO,20180315,-,-,-,"8,044.80", -   ,628.50,"1,131.30","6,285.00",0,A010010010200209288,"1,131.30","6,285.00",0
633,PATEPALO,20180315,-,-,-,"5,113.60", -   ,399.50,719.10,"3,995.00",0,A010010010200209289,719.10,"3,995.00",0
634,PATEPALO,20180315,-,-,-,"2,387.60", -   ,186.53,335.76,"1,865.31",0,A010010010200209290,335.76,"1,865.31",0
635,PATEPALO,20180315,-,-,-,"16,864.52", -   ,"1,317.54","2,371.57","13,175.41",0,A010010010200209291,"2,371.57","13,175.41",0
636,PATEPALO,20180315,-,-,-,"6,163.60", -   ,481.53,866.76,"4,815.31",0,A010010010200209292,866.76,"4,815.31",0
637,PATEPALO,20180315,-,-,-,"6,262.40", -   ,489.25,880.65,"4,892.50",0,A010010010200209286,880.65,"4,892.50",0
638,PATEPALO,20180315,-,-,-,"5,241.60", -   ,409.50,737.10,"4,095.00",0,A010010010200209258,737.10,"4,095.00",0
639,PATEPALO,20180315,-,-,-,"5,241.60", -   ,409.50,737.10,"4,095.00",0,A010010010200209293,737.10,"4,095.00",0
640,PATEPALO,20180315,-,-,-,"10,278.40", -   ,803.00,"1,445.40","8,030.00",131378013,A010010010100029847,"1,445.40","8,030.00",0
641,PATEPALO,20180315,-,-,-,"7,143.59", -   ,558.09,"1,004.57","5,580.93",0,A010010010200209294,"1,004.57","5,580.93",0
642,PATEPALO,20180315,-,-,-,"6,214.40", -   ,485.50,873.90,"4,855.00",0,A010010010200209295,873.90,"4,855.00",0
643,PATEPALO,20180315,-,-,-,"11,334.40", -   ,885.50,"1,593.90","8,855.00",101754062,A010010010100029846,"1,593.90","8,855.00",0
644,PATEPALO,20180315,-,-,-,"11,334.40", -   ,885.50,"1,593.90","8,855.00",0,A010010010200209296,"1,593.90","8,855.00",0
645,PATEPALO,20180315,-,-,-,793.60, -   ,62.00,111.60,620.00,0,A010010010200209297,111.60,620.00,0
646,PATEPALO,20180315,-,-,-,"5,013.58", -   ,391.69,705.03,"3,916.86",0,A010010010200209298,705.03,"3,916.86",0
647,PATEPALO,20180315,-,-,-,"3,910.80", -   ,305.53,549.96,"3,055.31",0,A010010010200209301,549.96,"3,055.31",0
648,PATEPALO,20180315,-,-,-,"15,097.73", -   ,"1,179.51","2,123.12","11,795.10",105081385,A010010010100029848,"2,123.12","11,795.10",0
649,PATEPALO,20180315,-,-,-,"10,483.20", -   ,819.00,"1,474.20","8,190.00",0,A010010010200209302,"1,474.20","8,190.00",0
650,PATEPALO,20180316,-,-,-,"17,574.92", -   ,"1,373.04","2,471.47","13,730.41",0,A010010010200209308,"2,471.47","13,730.41",0
651,PATEPALO,20180316,-,-,-,"11,966.76", -   ,934.90,"1,682.83","9,349.03",111882403,A010010010100029849,"1,682.83","9,349.03",0
652,PATEPALO,20180316,-,-,-,"12,699.59", -   ,992.16,"1,785.88","9,921.55",0,A010010010200209309,"1,785.88","9,921.55",0
653,PATEPALO,20180316,-,-,-,"6,995.20", -   ,546.50,983.70,"5,465.00",0,A010010010200209310,983.70,"5,465.00",0
654,PATEPALO,20180316,-,-,-,"2,279.19", -   ,178.06,320.51,"1,780.62",0,A010010010200209311,320.51,"1,780.62",0
655,PATEPALO,20180316,-,-,-,"21,011.20", -   ,"1,641.50","2,954.70","16,415.00",0,A010010010200209312,"2,954.70","16,415.00",0
656,PATEPALO,20180316,-,-,-,"4,339.20", -   ,339.00,610.20,"3,390.00",0,A010010010200209313,610.20,"3,390.00",0
657,PATEPALO,20180316,-,-,-,"4,806.40", -   ,375.50,675.90,"3,755.00",0,A010010010200209314,675.90,"3,755.00",0
658,PATEPALO,20180316,-,-,-,883.60, -   ,69.03,124.26,690.31,0,A010010010200209315,124.26,690.31,0
659,PATEPALO,20180316,-,-,-,"6,080.00", -   ,475.00,855.00,"4,750.00",0,A010010010200209316,855.00,"4,750.00",0
660,PATEPALO,20180316,-,-,-,"1,005.99", -   ,78.59,141.47,785.93,0,A010010010200209317,141.47,785.93,0
661,PATEPALO,20180316,-,-,-,"23,008.00", -   ,"1,797.50","3,235.50","17,975.00",0,A010010010200209318,"3,235.50","17,975.00",0
662,PATEPALO,20180316,-,-,-,"4,787.20", -   ,374.00,673.20,"3,740.00",0,A010010010200209321,673.20,"3,740.00",0
663,PATEPALO,20180316,-,-,-,"5,260.80", -   ,411.00,739.80,"4,110.00",0,A010010010200209322,739.80,"4,110.00",0
664,PATEPALO,20180316,-,-,-,570.00, -   ,44.53,80.16,445.31,0,A010010010200209323,80.16,445.31,0
665,PATEPALO,20180316,-,-,-,909.59, -   ,71.06,127.91,710.62,0,A010010010200209324,127.91,710.62,0
666,PATEPALO,20180316,-,-,-,153.60, -   ,12.00,21.60,120.00,0,A010010010200209325,21.60,120.00,0
667,PATEPALO,20180316,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209326,70.31,390.62,0
668,PATEPALO,20180316,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209327,70.31,390.62,0
669,PATEPALO,20180316,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209326,70.31,390.62,0
670,PATEPALO,20180316,-,-,-,499.99, -   ,39.06,70.31,390.62,0,A010010010200209327,70.31,390.62,0
671,PATEPALO,20180316,-,-,-,"8,723.99", -   ,681.56,"1,226.81","6,815.62",0,A010010010200209328,"1,226.81","6,815.62",0
672,PATEPALO,20180316,-,-,-,"8,736.79", -   ,682.56,"1,228.61","6,825.62",0,A010010010200209330,"1,228.61","6,825.62",0
673,PATEPALO,20180316,-,-,-,"12,169.18", -   ,950.72,"1,711.29","9,507.17",0,A010010010200209331,"1,711.29","9,507.17",0
674,PATEPALO,20180316,-,-,-,"2,983.19", -   ,233.06,419.51,"2,330.62",0,A010010010200209332,419.51,"2,330.62",0
675,PATEPALO,20180316,-,-,-,"2,349.59", -   ,183.56,330.41,"1,835.62",0,A010010010200209333,330.41,"1,835.62",0
676,PATEPALO,20180316,-,-,-,"3,993.60", -   ,312.00,561.60,"3,120.00",0,A010010010200209334,561.60,"3,120.00",0
677,PATEPALO,20180316,-,-,-,"6,850.51", -   ,535.20,963.35,"5,351.96",0,A010010010200209335,963.35,"5,351.96",0
678,PATEPALO,20180316,-,-,-,"4,844.16", -   ,378.45,681.21,"3,784.50",0,A010010010200209336,681.21,"3,784.50",0
679,PATEPALO,20180316,-,-,-,"6,392.96", -   ,499.45,899.01,"4,994.50",0,A010010010200209337,899.01,"4,994.50",0
680,PATEPALO,20180316,-,-,-,627.20, -   ,49.00,88.20,490.00,0,A010010010200209338,88.20,490.00,0
681,PATEPALO,20180316,-,-,-,"4,588.80", -   ,358.50,645.30,"3,585.00",0,A010010010200209339,645.30,"3,585.00",0
682,PATEPALO,20180316,-,-,-,"1,196.80", -   ,93.50,168.30,935.00,0,A010010010200209340,168.30,935.00,0
683,PATEPALO,20180316,-,-,-,812.80, -   ,63.50,114.30,635.00,0,A010010010200209341,114.30,635.00,0
684,PATEPALO,20180316,-,-,-,812.80, -   ,63.50,114.30,635.00,0,A010010010200209342,114.30,635.00,0
685,PATEPALO,20180316,-,-,-,812.80, -   ,63.50,114.30,635.00,0,A010010010200209341,114.30,635.00,0
686,PATEPALO,20180316,-,-,-,812.80, -   ,63.50,114.30,635.00,0,A010010010200209342,114.30,635.00,0
687,PATEPALO,20180316,-,-,-,"22,182.53", -   ,"1,733.01","3,119.42","17,330.10",101613882,A010010010100029850,"3,119.42","17,330.10",0
688,PATEPALO,20180316,-,-,-,"3,738.79", -   ,292.09,525.77,"2,920.93",0,A010010010200209343,525.77,"2,920.93",0
689,PATEPALO,20180316,-,-,-,"22,316.93", -   ,"1,743.51","3,138.32","17,435.10",430145173,A010010010100029851,"3,138.32","17,435.10",0
690,PATEPALO,20180316,-,-,-,"3,526.40", -   ,275.50,495.90,"2,755.00",131335683,A010010010100029852,495.90,"2,755.00",0
691,PATEPALO,20180316,-,-,-,"13,486.79", -   ,"1,053.66","1,896.58","10,536.55",105059691,A010010010100029853,"1,896.58","10,536.55",0
692,PATEPALO,20180316,-,-,-,"3,590.40", -   ,280.50,504.90,"2,805.00",0,A010010010200209344,504.90,"2,805.00",0
693,PATEPALO,20180316,-,-,-,"6,790.40", -   ,530.50,954.90,"5,305.00",0,A010010010200209347,954.90,"5,305.00",0
694,PATEPALO,20180316,-,-,-,"1,747.20", -   ,136.50,245.70,"1,365.00",0,A010010010200209348,245.70,"1,365.00",0
695,PATEPALO,20180316,-,-,-,"4,666.00", -   ,364.53,656.16,"3,645.31",0,A010010010200209349,656.16,"3,645.31",0
696,PATEPALO,20180316,-,-,-,"6,912.40", -   ,540.03,972.06,"5,400.31",0,A010010010200209345,972.06,"5,400.31",0
697,PATEPALO,20180316,-,-,-,"7,219.20", -   ,564.00,"1,015.20","5,640.00",0,A010010010200209351,"1,015.20","5,640.00",0
698,PATEPALO,20180316,-,-,-,"7,219.20", -   ,564.00,"1,015.20","5,640.00",0,A010010010200209359,"1,015.20","5,640.00",0
699,PATEPALO,20180316,-,-,-,"7,219.20", -   ,564.00,"1,015.20","5,640.00",0,A010010010200209351,"1,015.20","5,640.00",0
700,PATEPALO,20180316,-,-,-,"7,219.20", -   ,564.00,"1,015.20","5,640.00",0,A010010010200209359,"1,015.20","5,640.00",0
701,PATEPALO,20180316,-,-,-,"18,745.73", -   ,"1,464.51","2,636.12","14,645.10",130476683,A010010010100029854,"2,636.12","14,645.10",0
702,PATEPALO,20180316,-,-,-,"9,574.40", -   ,748.00,"1,346.40","7,480.00",0,A010010010200209352,"1,346.40","7,480.00",0
703,PATEPALO,20180316,-,-,-,"2,636.80", -   ,206.00,370.80,"2,060.00",0,A010010010200209353,370.80,"2,060.00",0
704,PATEPALO,20180316,-,-,-,"11,116.80", -   ,868.50,"1,563.30","8,685.00",101898382,A010010010100029855,"1,563.30","8,685.00",0
705,PATEPALO,20180316,-,-,-,"5,728.00", -   ,447.50,805.50,"4,475.00",0,A010010010200209354,805.50,"4,475.00",0
706,PATEPALO,20180316,-,-,-,"7,123.20", -   ,556.50,"1,001.70","5,565.00",0,A010010010200209355,"1,001.70","5,565.00",0
707,PATEPALO,20180316,-,-,-,"10,105.60", -   ,789.50,"1,421.10","7,895.00",0,A010010010200209356,"1,421.10","7,895.00",0
708,PATEPALO,20180316,-,-,-,"1,228.80", -   ,96.00,172.80,960.00,0,A010010010200209357,172.80,960.00,0
709,PATEPALO,20180316,-,-,-,716.80, -   ,56.00,100.80,560.00,0,A010010010200209329,100.80,560.00,0
710,PATEPALO,20180316,-,-,-,716.80, -   ,56.00,100.80,560.00,0,A010010010200209358,100.80,560.00,0
711,PATEPALO,20180316,-,-,-,"8,889.60", -   ,694.50,"1,250.10","6,945.00",0,A010010010200209360,"1,250.10","6,945.00",0
712,PATEPALO,20180316,-,-,-,"1,862.40", -   ,145.50,261.90,"1,455.00",0,A010010010200209361,261.90,"1,455.00",0
713,PATEPALO,20180316,-,-,-,"8,006.40", -   ,625.50,"1,125.90","6,255.00",0,A010010010200209362,"1,125.90","6,255.00",0
714,PATEPALO,20180316,-,-,-,"2,169.73", -   ,169.51,305.12,"1,695.10",0,A010010010200209363,305.12,"1,695.10",0
715,PATEPALO,20180317,-,-,-,"4,000.00", -   ,312.50,562.50,"3,125.00",0,A010010010200209366,562.50,"3,125.00",0
716,PATEPALO,20180317,-,-,-,"9,248.00", -   ,722.50,"1,300.50","7,225.00",0,A010010010200209367,"1,300.50","7,225.00",0
717,PATEPALO,20180317,-,-,-,"5,772.80", -   ,451.00,811.80,"4,510.00",0,A010010010200209368,811.80,"4,510.00",0
718,PATEPALO,20180317,-,-,-,"7,831.67", -   ,611.85,"1,101.33","6,118.49",0,A010010010200209369,"1,101.33","6,118.49",0
719,PATEPALO,20180317,-,-,-,"9,749.58", -   ,761.69,"1,371.03","7,616.86",0,A010010010200209370,"1,371.03","7,616.86",0
720,PATEPALO,20180317,-,-,-,"2,904.96", -   ,226.95,408.51,"2,269.50",130913544,A010010010100029856,408.51,"2,269.50",0
721,PATEPALO,20180317,-,-,-,"5,568.00", -   ,435.00,783.00,"4,350.00",130668142,A010010010100029857,783.00,"4,350.00",0
722,PATEPALO,20180317,-,-,-,"4,537.60", -   ,354.50,638.10,"3,545.00",0,A010010010200209372,638.10,"3,545.00",0
723,PATEPALO,20180317,-,-,-,"5,056.00", -   ,395.00,711.00,"3,950.00",0,A010010010200209374,711.00,"3,950.00",0
724,PATEPALO,20180317,-,-,-,"12,428.80", -   ,971.00,"1,747.80","9,710.00",0,A010010010200209371,"1,747.80","9,710.00",0
725,PATEPALO,20180317,-,-,-,"2,489.60", -   ,194.50,350.10,"1,945.00",0,A010010010200209373,350.10,"1,945.00",0
726,PATEPALO,20180317,-,-,-,"8,595.20", -   ,671.50,"1,208.70","6,715.00",0,A010010010200209375,"1,208.70","6,715.00",0
727,PATEPALO,20180317,-,-,-,"5,619.20", -   ,439.00,790.20,"4,390.00",0,A010010010200209377,790.20,"4,390.00",0
